Query Name	Rank	TF	Score	Library	Overlapping_Genes
liver - post-fed reversed, down	41	HOXC13	170.7	ARCHS4 Coexpression,212;Enrichr Queries,103;GTEx Coexpression,197	INHBB
liver - post-fed reversed, down	42	FOXO1	172.8	Literature ChIP-seq,5;ARCHS4 Coexpression,116;Enrichr Queries,233;ReMap ChIP-seq,85;GTEx Coexpression,425	FABP1,GCLC,TNS1
liver - post-fed reversed, down	43	SALL2	182.7	ARCHS4 Coexpression,266;Enrichr Queries,17;GTEx Coexpression,265	INHBB,TNS1
liver - post-fed reversed, down	44	ATF7	189.5	ARCHS4 Coexpression,137;Enrichr Queries,437;ReMap ChIP-seq,86;GTEx Coexpression,98	RPLP2,TNS1
liver - post-fed reversed, down	45	EPAS1	192.8	ARCHS4 Coexpression,19;Enrichr Queries,190;ReMap ChIP-seq,99;GTEx Coexpression,463	PC,RRBP1,TNS1
liver - post-fed reversed, down	46	ZHX3	193.3	ARCHS4 Coexpression,100;Enrichr Queries,387;GTEx Coexpression,93	TNS1
liver - post-fed reversed, down	47	PPARG	193.6	Literature ChIP-seq,6;ARCHS4 Coexpression,1;Enrichr Queries,939;ReMap ChIP-seq,19;GTEx Coexpression,3	FABP1,PC,COL27A1,RPLP2,BBOX1,INHBB,HSD17B13,TNS1
liver - post-fed reversed, down	48	LHX1	194.0	ARCHS4 Coexpression,317;Enrichr Queries,71	INHBB
liver - post-fed reversed, down	49	PPARD	194.8	Literature ChIP-seq,53;ARCHS4 Coexpression,136;Enrichr Queries,249;GTEx Coexpression,341	GCLC,COL27A1,RRBP1,TNS1
liver - post-fed reversed, down	50	LHX6	195.0	ARCHS4 Coexpression,545;Enrichr Queries,11;GTEx Coexpression,29	INHBB,TNS1
liver - post-fed reversed, down	51	EBF3	199.3	ARCHS4 Coexpression,481;Enrichr Queries,21;GTEx Coexpression,96	INHBB,TNS1
liver - post-fed reversed, down	52	PROX1	199.8	ARCHS4 Coexpression,23;Enrichr Queries,179;ReMap ChIP-seq,75;GTEx Coexpression,522	COL27A1,HSD17B13,FBXO9,TNS1
liver - post-fed reversed, down	53	GPBP1	200.5	ARCHS4 Coexpression,122;GTEx Coexpression,279	RRBP1
liver - post-fed reversed, down	54	ZNF157	200.7	ARCHS4 Coexpression,281;Enrichr Queries,39;GTEx Coexpression,282	INHBB,TNS1
liver - post-fed reversed, down	55	HEYL	201.3	ARCHS4 Coexpression,181;Enrichr Queries,368;GTEx Coexpression,55	TNS1
liver - post-fed reversed, down	56	PBX1	203.0	Literature ChIP-seq,62;ARCHS4 Coexpression,523;Enrichr Queries,153;GTEx Coexpression,74	GCLC,PC,TNS1
liver - post-fed reversed, down	57	TBP	210.0	Literature ChIP-seq,64;ARCHS4 Coexpression,51;ENCODE ChIP-seq,5;ReMap ChIP-seq,179;GTEx Coexpression,751	GCLC,PC,RPLP2,RRBP1,FBXO9
liver - post-fed reversed, down	58	MAFF	211.6	ARCHS4 Coexpression,43;ENCODE ChIP-seq,19;Enrichr Queries,907;ReMap ChIP-seq,39;GTEx Coexpression,50	FABP1,PC,RPLP2,INHBB,FBXO9,TNS1
liver - post-fed reversed, down	59	LMX1B	214.3	ARCHS4 Coexpression,359;Enrichr Queries,117;GTEx Coexpression,167	BBOX1,INHBB
liver - post-fed reversed, down	60	HNF4G	219.6	ARCHS4 Coexpression,180;ENCODE ChIP-seq,8;Enrichr Queries,801;ReMap ChIP-seq,9;GTEx Coexpression,100	FABP1,COL27A1,RPLP2,RRBP1
liver - post-fed reversed, down	61	TCF21	221.0	Literature ChIP-seq,55;ARCHS4 Coexpression,16;Enrichr Queries,157;GTEx Coexpression,656	COL27A1,RRBP1,TNS1
liver - post-fed reversed, down	62	RFX4	222.7	ARCHS4 Coexpression,159;Enrichr Queries,10;GTEx Coexpression,499	BBOX1,INHBB,TNS1
liver - post-fed reversed, down	63	POU5F1B	223.5	ARCHS4 Coexpression,377;GTEx Coexpression,70	RPLP2
liver - post-fed reversed, down	64	FOSL2	224.6	ARCHS4 Coexpression,379;ENCODE ChIP-seq,102;Enrichr Queries,352;ReMap ChIP-seq,31;GTEx Coexpression,259	PC,RPLP2,TNS1
liver - post-fed reversed, down	65	ZBTB46	229.0	ARCHS4 Coexpression,234;Enrichr Queries,386;GTEx Coexpression,67	COL27A1,TNS1
liver - post-fed reversed, down	66	HNF1A	232.0	ARCHS4 Coexpression,29;Enrichr Queries,251;GTEx Coexpression,416	FABP1,COL27A1,TNS1
liver - post-fed reversed, down	67	STAT5A	233.7	Literature ChIP-seq,123;ARCHS4 Coexpression,660;ENCODE ChIP-seq,58;Enrichr Queries,341;ReMap ChIP-seq,208;GTEx Coexpression,12	GCLC,RPLP2,INHBB,TNS1
liver - post-fed reversed, down	68	HOXA3	234.0	ARCHS4 Coexpression,604;Enrichr Queries,8;GTEx Coexpression,90	INHBB,TNS1
liver - post-fed reversed, down	69	ZEB1	234.2	ARCHS4 Coexpression,674;ENCODE ChIP-seq,108;Enrichr Queries,239;ReMap ChIP-seq,134;GTEx Coexpression,16	RPLP2,TNS1
liver - post-fed reversed, down	70	FOXD4L4	234.5	ARCHS4 Coexpression,400;GTEx Coexpression,69	PC
liver - post-fed reversed, down	71	ZBTB4	234.7	ARCHS4 Coexpression,77;Enrichr Queries,267;GTEx Coexpression,360	TNS1
liver - post-fed reversed, down	72	DLX3	234.7	ARCHS4 Coexpression,150;Enrichr Queries,327;GTEx Coexpression,227	INHBB
liver - post-fed reversed, down	73	BRF2	239.0	ARCHS4 Coexpression,211;ReMap ChIP-seq,274;GTEx Coexpression,232	RPLP2
liver - post-fed reversed, down	74	KLF11	239.7	ARCHS4 Coexpression,416;Enrichr Queries,163;GTEx Coexpression,140	INHBB,TNS1
liver - post-fed reversed, down	75	FOXE1	241.0	ARCHS4 Coexpression,223;Enrichr Queries,166;GTEx Coexpression,334	INHBB,RRBP1
liver - post-fed reversed, down	76	TIGD7	244.0	ARCHS4 Coexpression,62;Enrichr Queries,65;GTEx Coexpression,605	RRBP1,TNS1
liver - post-fed reversed, down	77	ELF1	247.4	Literature ChIP-seq,124;ARCHS4 Coexpression,431;ENCODE ChIP-seq,69;ReMap ChIP-seq,128;GTEx Coexpression,485	GCLC,RPLP2
liver - post-fed reversed, down	78	FOXN3	248.3	ARCHS4 Coexpression,179;Enrichr Queries,385;GTEx Coexpression,181	TNS1
liver - post-fed reversed, down	79	MECOM	251.3	Literature ChIP-seq,17;ARCHS4 Coexpression,675;GTEx Coexpression,62	RPLP2,RRBP1,TNS1
liver - post-fed reversed, down	80	SP2	251.6	ARCHS4 Coexpression,592;ENCODE ChIP-seq,26;Enrichr Queries,284;ReMap ChIP-seq,130;GTEx Coexpression,226	PC,RRBP1,TNS1
liver - post-fed reversed, down	81	PAX9	252.0	ARCHS4 Coexpression,320;Enrichr Queries,124;GTEx Coexpression,312	INHBB
liver - post-fed reversed, down	82	MAFK	253.2	ARCHS4 Coexpression,128;ENCODE ChIP-seq,20;Enrichr Queries,992;ReMap ChIP-seq,8;GTEx Coexpression,118	FABP1,GCLC,PC,RPLP2,RRBP1,TNS1,FBXO9
liver - post-fed reversed, down	83	FOXF1	255.0	ARCHS4 Coexpression,49;Enrichr Queries,224;GTEx Coexpression,492	RRBP1,TNS1
liver - post-fed reversed, down	84	ANHX	256.0	ARCHS4 Coexpression,293;GTEx Coexpression,219	
liver - post-fed reversed, down	85	HNF1B	259.7	ARCHS4 Coexpression,430;Enrichr Queries,111;ReMap ChIP-seq,238	TNS1
liver - post-fed reversed, down	86	KDM5B	263.2	Literature ChIP-seq,60;ARCHS4 Coexpression,805;ENCODE ChIP-seq,93;ReMap ChIP-seq,172;GTEx Coexpression,186	RPLP2,INHBB,RRBP1,FBXO9
liver - post-fed reversed, down	87	ONECUT1	263.5	ARCHS4 Coexpression,613;Enrichr Queries,107;ReMap ChIP-seq,166;GTEx Coexpression,168	PC,RRBP1,INHBB
liver - post-fed reversed, down	88	ZNF521	266.3	ARCHS4 Coexpression,549;Enrichr Queries,108;GTEx Coexpression,142	COL27A1,TNS1
liver - post-fed reversed, down	89	ZNF181	268.7	ARCHS4 Coexpression,52;Enrichr Queries,102;GTEx Coexpression,652	GCLC,RRBP1
liver - post-fed reversed, down	90	MYB	270.7	Literature ChIP-seq,71;ARCHS4 Coexpression,292;ENCODE ChIP-seq,111;Enrichr Queries,815;ReMap ChIP-seq,173;GTEx Coexpression,162	FABP1,RPLP2,FBXO9
liver - post-fed reversed, down	91	HEY2	271.3	ARCHS4 Coexpression,480;Enrichr Queries,274;GTEx Coexpression,60	INHBB,TNS1
liver - post-fed reversed, down	92	GATA4	271.6	Literature ChIP-seq,108;ARCHS4 Coexpression,9;Enrichr Queries,139;ReMap ChIP-seq,7;GTEx Coexpression,1095	COL27A1,RPLP2,RRBP1,INHBB,FBXO9,TNS1
liver - post-fed reversed, down	93	ISX	272.7	ARCHS4 Coexpression,222;Enrichr Queries,469;GTEx Coexpression,127	FABP1
liver - post-fed reversed, down	94	SREBF1	272.8	Literature ChIP-seq,130;ARCHS4 Coexpression,221;ENCODE ChIP-seq,31;Enrichr Queries,983;ReMap ChIP-seq,225;GTEx Coexpression,47	FABP1,PC,FBXO9
liver - post-fed reversed, down	95	NFIX	273.0	ARCHS4 Coexpression,46;Enrichr Queries,150;GTEx Coexpression,623	TNS1
liver - post-fed reversed, down	96	RAG1	274.7	ARCHS4 Coexpression,236;Enrichr Queries,408;GTEx Coexpression,180	RRBP1,TNS1
liver - post-fed reversed, down	97	BACH2	276.3	ARCHS4 Coexpression,165;Enrichr Queries,174;ReMap ChIP-seq,253;GTEx Coexpression,513	RRBP1,TNS1
liver - post-fed reversed, down	98	SCMH1	277.0	ARCHS4 Coexpression,515;GTEx Coexpression,39	TNS1
liver - post-fed reversed, down	99	ZNF366	278.7	ARCHS4 Coexpression,654;Enrichr Queries,110;GTEx Coexpression,72	INHBB,TNS1
liver - post-fed reversed, down	100	ZNF235	279.0	ARCHS4 Coexpression,37;Enrichr Queries,398;GTEx Coexpression,402	RRBP1,TNS1
liver - post-fed reversed, down	101	ATOH8	279.0	ARCHS4 Coexpression,13;Enrichr Queries,16;GTEx Coexpression,808	INHBB,RRBP1,TNS1
liver - post-fed reversed, down	102	ZNF846	281.3	ARCHS4 Coexpression,231;Enrichr Queries,295;GTEx Coexpression,318	TNS1
liver - post-fed reversed, down	103	NR3C1	285.0	Literature ChIP-seq,69;ARCHS4 Coexpression,383;ENCODE ChIP-seq,67;Enrichr Queries,168;ReMap ChIP-seq,36;GTEx Coexpression,987	PC,RPLP2,RRBP1,TNS1
liver - post-fed reversed, down	104	POU2F2	285.8	ARCHS4 Coexpression,531;ENCODE ChIP-seq,61;Enrichr Queries,511;ReMap ChIP-seq,123;GTEx Coexpression,203	GCLC,RPLP2
liver - post-fed reversed, down	105	FOXO3	286.5	Literature ChIP-seq,102;ARCHS4 Coexpression,27;Enrichr Queries,332;GTEx Coexpression,685	RPLP2,TNS1,FBXO9
liver - post-fed reversed, down	106	CREB5	287.0	ARCHS4 Coexpression,382;Enrichr Queries,134;GTEx Coexpression,345	TNS1
liver - post-fed reversed, down	107	PRDM16	288.3	Literature ChIP-seq,154;ARCHS4 Coexpression,827;Enrichr Queries,126;GTEx Coexpression,46	TNS1
liver - post-fed reversed, down	108	FOXA3	289.3	ARCHS4 Coexpression,28;Enrichr Queries,683;GTEx Coexpression,157	FABP1,RRBP1
liver - post-fed reversed, down	109	FOXA2	289.8	Literature ChIP-seq,23;ARCHS4 Coexpression,176;ENCODE ChIP-seq,3;Enrichr Queries,1283;ReMap ChIP-seq,146;GTEx Coexpression,108	FABP1,COL27A1,PC,BBOX1,RRBP1
liver - post-fed reversed, down	110	GATA1	291.2	Literature ChIP-seq,38;ARCHS4 Coexpression,459;ENCODE ChIP-seq,9;Enrichr Queries,476;ReMap ChIP-seq,218;GTEx Coexpression,547	COL27A1,RRBP1,TNS1,FBXO9
liver - post-fed reversed, down	111	ZGPAT	292.7	ARCHS4 Coexpression,285;Enrichr Queries,471;GTEx Coexpression,122	HSD17B13,RRBP1
liver - post-fed reversed, down	112	SALL1	292.8	Literature ChIP-seq,157;ARCHS4 Coexpression,638;Enrichr Queries,14;GTEx Coexpression,362	INHBB,TNS1
liver - post-fed reversed, down	113	ZKSCAN1	293.0	ARCHS4 Coexpression,507;ENCODE ChIP-seq,22;Enrichr Queries,622;ReMap ChIP-seq,141;GTEx Coexpression,173	RPLP2,RRBP1,FBXO9
liver - post-fed reversed, down	114	STAT6	293.3	Literature ChIP-seq,144;ARCHS4 Coexpression,298;Enrichr Queries,359;GTEx Coexpression,372	TNS1
liver - post-fed reversed, down	115	RUNX1	294.6	Literature ChIP-seq,45;ARCHS4 Coexpression,439;Enrichr Queries,171;ReMap ChIP-seq,188;GTEx Coexpression,630	GCLC,RPLP2,RRBP1,TNS1
liver - post-fed reversed, down	116	NR1H3	295.0	Literature ChIP-seq,134;ARCHS4 Coexpression,518;Enrichr Queries,704;ReMap ChIP-seq,114;GTEx Coexpression,5	PC,RPLP2,INHBB
liver - post-fed reversed, down	117	SP5	296.3	ARCHS4 Coexpression,4;Enrichr Queries,276;GTEx Coexpression,609	FABP1,COL27A1,INHBB,RRBP1
liver - post-fed reversed, down	118	SPI1	297.8	Literature ChIP-seq,63;ARCHS4 Coexpression,603;ENCODE ChIP-seq,90;Enrichr Queries,519;ReMap ChIP-seq,215;GTEx Coexpression,297	GCLC,RPLP2
liver - post-fed reversed, down	119	VDR	298.8	Literature ChIP-seq,110;ARCHS4 Coexpression,192;Enrichr Queries,342;ReMap ChIP-seq,192;GTEx Coexpression,658	FABP1,RPLP2,TNS1
liver - post-fed reversed, down	120	NPAS2	300.3	ARCHS4 Coexpression,31;Enrichr Queries,96;GTEx Coexpression,774	COL27A1,RRBP1,TNS1
liver - post-fed reversed, down	121	SRF	301.3	Literature ChIP-seq,34;ARCHS4 Coexpression,671;ENCODE ChIP-seq,51;Enrichr Queries,874;ReMap ChIP-seq,126;GTEx Coexpression,52	RPLP2,TNS1,FBXO9
liver - post-fed reversed, down	122	ETS2	301.5	Literature ChIP-seq,20;ARCHS4 Coexpression,224;Enrichr Queries,250;GTEx Coexpression,712	GCLC,RRBP1,TNS1
liver - post-fed reversed, down	123	NME2	302.3	ARCHS4 Coexpression,777;ReMap ChIP-seq,87;GTEx Coexpression,43	RPLP2,BBOX1
liver - post-fed reversed, down	124	ZNF568	303.3	ARCHS4 Coexpression,332;Enrichr Queries,271;GTEx Coexpression,307	TNS1
liver - post-fed reversed, down	125	EN2	305.0	ARCHS4 Coexpression,690;Enrichr Queries,74;GTEx Coexpression,151	COL27A1,INHBB
liver - post-fed reversed, down	126	RARA	305.6	Literature ChIP-seq,92;ARCHS4 Coexpression,527;Enrichr Queries,255;ReMap ChIP-seq,120;GTEx Coexpression,534	RPLP2,RRBP1,TNS1
liver - post-fed reversed, down	127	NFIC	305.8	ARCHS4 Coexpression,11;ENCODE ChIP-seq,63;Enrichr Queries,159;ReMap ChIP-seq,247;GTEx Coexpression,1049	RRBP1,TNS1,FBXO9
liver - post-fed reversed, down	128	DUX4	308.5	ARCHS4 Coexpression,344;ReMap ChIP-seq,273	
liver - post-fed reversed, down	129	HOXB9	309.0	ARCHS4 Coexpression,641;Enrichr Queries,155;GTEx Coexpression,131	FABP1,INHBB
liver - post-fed reversed, down	130	PAX6	310.8	Literature ChIP-seq,129;ARCHS4 Coexpression,386;Enrichr Queries,121;ReMap ChIP-seq,47;GTEx Coexpression,871	RPLP2,INHBB
liver - post-fed reversed, down	131	LYL1	314.6	Literature ChIP-seq,131;ARCHS4 Coexpression,265;Enrichr Queries,488;ReMap ChIP-seq,233;GTEx Coexpression,456	
liver - post-fed reversed, down	132	CUX1	315.8	Literature ChIP-seq,112;ARCHS4 Coexpression,501;ENCODE ChIP-seq,81;Enrichr Queries,381;ReMap ChIP-seq,104;GTEx Coexpression,716	GCLC,RPLP2,TNS1
liver - post-fed reversed, down	133	PAX8	317.0	ARCHS4 Coexpression,105;Enrichr Queries,423;ReMap ChIP-seq,115;GTEx Coexpression,625	RPLP2,RRBP1,TNS1
liver - post-fed reversed, down	134	VSX1	317.3	ARCHS4 Coexpression,666;Enrichr Queries,73;GTEx Coexpression,213	INHBB
liver - post-fed reversed, down	135	FLI1	319.7	Literature ChIP-seq,91;ARCHS4 Coexpression,302;ENCODE ChIP-seq,79;Enrichr Queries,151;ReMap ChIP-seq,182;GTEx Coexpression,1113	GCLC,RPLP2,INHBB,TNS1
liver - post-fed reversed, down	136	PIN1	320.0	ARCHS4 Coexpression,349;GTEx Coexpression,291	
liver - post-fed reversed, down	137	CHCHD3	320.5	ARCHS4 Coexpression,202;GTEx Coexpression,439	RPLP2
liver - post-fed reversed, down	138	ESRRB	320.5	Literature ChIP-seq,121;ARCHS4 Coexpression,763;Enrichr Queries,9;GTEx Coexpression,389	INHBB,TNS1
liver - post-fed reversed, down	139	NR1H4	322.7	ARCHS4 Coexpression,200;Enrichr Queries,211;GTEx Coexpression,557	FABP1
liver - post-fed reversed, down	140	XBP1	323.8	ARCHS4 Coexpression,177;Enrichr Queries,979;ReMap ChIP-seq,5;GTEx Coexpression,134	GCLC,PC,RRBP1,INHBB,FBXO9
liver - post-fed reversed, down	141	AR	325.0	Literature ChIP-seq,2;ARCHS4 Coexpression,1469;Enrichr Queries,99;ReMap ChIP-seq,22;GTEx Coexpression,33	PC,COL27A1,RPLP2,BBOX1,HSD17B13,INHBB,TNS1
liver - post-fed reversed, down	142	SMAD3	326.2	Literature ChIP-seq,19;ARCHS4 Coexpression,96;Enrichr Queries,1153;ReMap ChIP-seq,157;GTEx Coexpression,206	PC,RPLP2,BBOX1,RRBP1
liver - post-fed reversed, down	143	BHLHE40	327.3	ARCHS4 Coexpression,191;ENCODE ChIP-seq,43;ReMap ChIP-seq,181;GTEx Coexpression,894	PC,RPLP2,RRBP1
liver - post-fed reversed, down	144	ZNF417	329.0	ARCHS4 Coexpression,353;Enrichr Queries,360;GTEx Coexpression,274	TNS1
liver - post-fed reversed, down	145	RXRA	330.0	Literature ChIP-seq,93;ARCHS4 Coexpression,340;ENCODE ChIP-seq,46;Enrichr Queries,432;ReMap ChIP-seq,116;GTEx Coexpression,953	FABP1,RPLP2,HSD17B13,TNS1
liver - post-fed reversed, down	146	NFATC1	330.6	ARCHS4 Coexpression,867;ENCODE ChIP-seq,101;Enrichr Queries,225;ReMap ChIP-seq,164;GTEx Coexpression,296	RPLP2,TNS1
liver - post-fed reversed, down	147	ZNF2	332.0	ARCHS4 Coexpression,257;Enrichr Queries,407	TNS1
liver - post-fed reversed, down	148	TCF7L1	332.7	ARCHS4 Coexpression,735;Enrichr Queries,242;GTEx Coexpression,21	TNS1
liver - post-fed reversed, down	149	HOXC9	332.8	Literature ChIP-seq,113;ARCHS4 Coexpression,361;Enrichr Queries,161;GTEx Coexpression,696	INHBB
liver - post-fed reversed, down	150	IRX2	333.3	ARCHS4 Coexpression,626;Enrichr Queries,101;GTEx Coexpression,273	INHBB
liver - post-fed reversed, down	151	CSRNP2	334.0	ARCHS4 Coexpression,247;GTEx Coexpression,421	
liver - post-fed reversed, down	152	USF1	335.4	ARCHS4 Coexpression,335;ENCODE ChIP-seq,56;Enrichr Queries,645;ReMap ChIP-seq,122;GTEx Coexpression,519	GCLC,RPLP2
liver - post-fed reversed, down	153	CENPS	337.5	ARCHS4 Coexpression,305;GTEx Coexpression,370	
liver - post-fed reversed, down	154	GRHL2	337.6	Literature ChIP-seq,125;ARCHS4 Coexpression,172;Enrichr Queries,877;ReMap ChIP-seq,226;GTEx Coexpression,288	INHBB
liver - post-fed reversed, down	155	IRF4	338.4	ARCHS4 Coexpression,705;ENCODE ChIP-seq,70;Enrichr Queries,506;ReMap ChIP-seq,210;GTEx Coexpression,201	RPLP2
liver - post-fed reversed, down	156	CEBPD	339.2	Literature ChIP-seq,141;ARCHS4 Coexpression,744;ENCODE ChIP-seq,103;ReMap ChIP-seq,196;GTEx Coexpression,512	RPLP2
liver - post-fed reversed, down	157	HIF3A	339.3	ARCHS4 Coexpression,760;Enrichr Queries,182;GTEx Coexpression,76	TNS1
liver - post-fed reversed, down	158	POU4F2	344.0	ARCHS4 Coexpression,295;Enrichr Queries,61;ReMap ChIP-seq,230;GTEx Coexpression,790	INHBB
liver - post-fed reversed, down	159	HSFY2	344.5	ARCHS4 Coexpression,269;GTEx Coexpression,420	
liver - post-fed reversed, down	160	ZNF750	345.0	ARCHS4 Coexpression,560;Enrichr Queries,355;ReMap ChIP-seq,201;GTEx Coexpression,264	BBOX1
