Query Name	Rank	TF	Score	Library	Overlapping_Genes
adipose - post-fed reversed, down	18	SIX5	70.4	ARCHS4 Coexpression,76;ENCODE ChIP-seq,58;Enrichr Queries,38;ReMap ChIP-seq,73;GTEx Coexpression,107	AHCTF1,NEURL4,CDC42BPG,WDR90,NDUFA4L2,REXO4,LLGL1,NFATC4,EML3
adipose - post-fed reversed, down	19	BAZ2A	71.33	ARCHS4 Coexpression,69;Enrichr Queries,113;GTEx Coexpression,32	AHCTF1,NEURL4,SECISBP2,WDR90,EML3,MLLT6
adipose - post-fed reversed, down	20	NACC2	86.5	ARCHS4 Coexpression,108;GTEx Coexpression,65	NEURL4,LLGL1
adipose - post-fed reversed, down	21	HSF4	86.67	ARCHS4 Coexpression,109;Enrichr Queries,76;GTEx Coexpression,75	NEURL4,NFATC4,MLLT6
adipose - post-fed reversed, down	22	GLI2	98.67	ARCHS4 Coexpression,176;Enrichr Queries,15;GTEx Coexpression,105	LLGL1,NFATC4
adipose - post-fed reversed, down	23	POGK	103.0	ARCHS4 Coexpression,143;Enrichr Queries,49;GTEx Coexpression,117	AHCTF1,NEURL4,LLGL1
adipose - post-fed reversed, down	24	ZNF609	105.0	ARCHS4 Coexpression,170;Enrichr Queries,143;GTEx Coexpression,2	AHCTF1,WDR90,KIAA0753,LLGL1,NFATC4,MLLT6
adipose - post-fed reversed, down	25	KMT2B	106.5	ARCHS4 Coexpression,8;ReMap ChIP-seq,205	CCDC88B,NEURL4,EML3,MLLT6
adipose - post-fed reversed, down	26	FLYWCH1	108.5	ARCHS4 Coexpression,2;GTEx Coexpression,215	CCDC88B,NEURL4,EML3,MLLT6
adipose - post-fed reversed, down	27	ANKZF1	109.0	ARCHS4 Coexpression,24;Enrichr Queries,224;GTEx Coexpression,79	CCDC88B,EML3,MLLT6
adipose - post-fed reversed, down	28	RXRB	115.0	ARCHS4 Coexpression,11;Enrichr Queries,254;GTEx Coexpression,80	CCDC88B,NEURL4,EML3,MLLT6
adipose - post-fed reversed, down	29	MGA	116.7	ARCHS4 Coexpression,290;Enrichr Queries,56;GTEx Coexpression,4	AHCTF1,SECISBP2,WDR90
adipose - post-fed reversed, down	30	ZNF335	123.0	ARCHS4 Coexpression,37;Enrichr Queries,138;ReMap ChIP-seq,297;GTEx Coexpression,20	CCDC88B,SECISBP2,EML3,MLLT6
adipose - post-fed reversed, down	31	TEAD3	124.0	ARCHS4 Coexpression,117;Enrichr Queries,31;GTEx Coexpression,224	CDC42BPG,NFATC4
adipose - post-fed reversed, down	32	RELA	131.8	Literature ChIP-seq,31;ARCHS4 Coexpression,28;ENCODE ChIP-seq,7;Enrichr Queries,286;ReMap ChIP-seq,91;GTEx Coexpression,348	CCDC88B,NEURL4,AHCTF1,CDC42BPG,SECISBP2,HPS1,PIGV,REXO4,EML3,MLLT6
adipose - post-fed reversed, down	33	ZNF664	135.7	ARCHS4 Coexpression,59;Enrichr Queries,213;GTEx Coexpression,135	NEURL4,CDC42BPG,LLGL1
adipose - post-fed reversed, down	34	FIZ1	138.7	ARCHS4 Coexpression,155;Enrichr Queries,187;GTEx Coexpression,74	NEURL4,MLLT6
adipose - post-fed reversed, down	35	ZNF512B	139.0	ARCHS4 Coexpression,126;Enrichr Queries,159;GTEx Coexpression,132	NEURL4,LLGL1
adipose - post-fed reversed, down	36	KDM2A	139.0	ARCHS4 Coexpression,38;GTEx Coexpression,240	CCDC88B,WDR90,EML3,MLLT6
adipose - post-fed reversed, down	37	SRCAP	142.0	ARCHS4 Coexpression,171;Enrichr Queries,228;GTEx Coexpression,27	NEURL4,SECISBP2,WDR90,MLLT6
adipose - post-fed reversed, down	38	ZBTB4	143.0	ARCHS4 Coexpression,104;Enrichr Queries,51;GTEx Coexpression,274	NEURL4,NFATC4,MLLT6
adipose - post-fed reversed, down	39	ZNF280C	144.7	ARCHS4 Coexpression,267;Enrichr Queries,70;GTEx Coexpression,97	AHCTF1,EML3
adipose - post-fed reversed, down	40	SNAPC4	145.0	ARCHS4 Coexpression,228;Enrichr Queries,33;ReMap ChIP-seq,269;GTEx Coexpression,50	NEURL4,ATP8B3,WDR90,MLLT6
adipose - post-fed reversed, down	41	MNT	150.5	ARCHS4 Coexpression,79;Enrichr Queries,90;ReMap ChIP-seq,13;GTEx Coexpression,420	CCDC88B,NEURL4,CDC42BPG,WDR90,REXO4,EML3,MLLT6
adipose - post-fed reversed, down	42	SP2	154.2	ARCHS4 Coexpression,75;ENCODE ChIP-seq,84;Enrichr Queries,52;ReMap ChIP-seq,135;GTEx Coexpression,425	CCDC88B,NEURL4,WDR90,SECISBP2,LLGL1,MLLT6,EML3
adipose - post-fed reversed, down	43	AKAP8L	154.3	ARCHS4 Coexpression,51;Enrichr Queries,395;GTEx Coexpression,17	NEURL4,WDR90,EML3,MLLT6
adipose - post-fed reversed, down	44	BHLHE40	157.3	ARCHS4 Coexpression,199;ENCODE ChIP-seq,24;ReMap ChIP-seq,24;GTEx Coexpression,382	CCDC88B,NEURL4,CDC42BPG,WDR90,SECISBP2,HPS1,NDUFA4L2,REXO4,LLGL1,MLLT6,EML3
adipose - post-fed reversed, down	45	CAMTA2	166.3	ARCHS4 Coexpression,101;Enrichr Queries,118;GTEx Coexpression,280	NEURL4,LLGL1,MLLT6
adipose - post-fed reversed, down	46	CXXC1	167.7	ARCHS4 Coexpression,12;Enrichr Queries,425;GTEx Coexpression,66	CCDC88B,NEURL4,CDC42BPG,EML3,MLLT6
adipose - post-fed reversed, down	47	SP7	168.7	ARCHS4 Coexpression,295;Enrichr Queries,34;GTEx Coexpression,177	LLGL1,NFATC4
adipose - post-fed reversed, down	48	ZBTB7B	181.7	ARCHS4 Coexpression,81;Enrichr Queries,147;GTEx Coexpression,317	CCDC88B,CDC42BPG,EML3,MLLT6
adipose - post-fed reversed, down	49	SREBF2	185.8	Literature ChIP-seq,45;ARCHS4 Coexpression,90;ENCODE ChIP-seq,114;Enrichr Queries,312;ReMap ChIP-seq,31;GTEx Coexpression,523	CCDC88B,NEURL4,ATP8B3,CDC42BPG,WDR90,REXO4,LLGL1
adipose - post-fed reversed, down	50	FOXK2	187.0	ARCHS4 Coexpression,222;Enrichr Queries,186;ReMap ChIP-seq,182;GTEx Coexpression,158	NEURL4,CDC42BPG,PIGV,REXO4,EML3
adipose - post-fed reversed, down	51	GTF2I	189.0	ARCHS4 Coexpression,189	NEURL4,LLGL1
adipose - post-fed reversed, down	52	TCF20	189.3	ARCHS4 Coexpression,204;Enrichr Queries,87;GTEx Coexpression,277	AHCTF1,NEURL4,CDC42BPG,MLLT6
adipose - post-fed reversed, down	53	RFX1	190.5	ARCHS4 Coexpression,178;Enrichr Queries,273;ReMap ChIP-seq,127;GTEx Coexpression,184	CCDC88B,NEURL4,WDR90,KIAA0753,EML3
adipose - post-fed reversed, down	54	LYL1	190.8	Literature ChIP-seq,137;ARCHS4 Coexpression,165;Enrichr Queries,131;ReMap ChIP-seq,228;GTEx Coexpression,293	CCDC88B,HPS1
adipose - post-fed reversed, down	55	BORCS8MEF2B	195.0	ARCHS4 Coexpression,195	CCDC88B,EML3
adipose - post-fed reversed, down	56	ZNF782	196.0	ARCHS4 Coexpression,332;Enrichr Queries,35;GTEx Coexpression,221	AHCTF1,SECISBP2
adipose - post-fed reversed, down	57	ZNF517	196.0	ARCHS4 Coexpression,320;Enrichr Queries,61;GTEx Coexpression,207	NEURL4,ATP8B3,WDR90
adipose - post-fed reversed, down	58	CEBPD	202.2	Literature ChIP-seq,143;ARCHS4 Coexpression,560;ENCODE ChIP-seq,106;ReMap ChIP-seq,148;GTEx Coexpression,54	CCDC88B,WDR90,EML3,NFATC4,MLLT6
adipose - post-fed reversed, down	59	ZNF707	202.3	ARCHS4 Coexpression,182;Enrichr Queries,404;GTEx Coexpression,21	ATP8B3,WDR90,PIGV
adipose - post-fed reversed, down	60	ZNF142	202.7	ARCHS4 Coexpression,145;Enrichr Queries,79;GTEx Coexpression,384	NEURL4,MLLT6
adipose - post-fed reversed, down	61	SETDB1	205.0	Literature ChIP-seq,52;ARCHS4 Coexpression,226;ENCODE ChIP-seq,70;Enrichr Queries,677;ReMap ChIP-seq,167;GTEx Coexpression,38	AHCTF1,NEURL4,SECISBP2,CDC42BPG,WDR90,HPS1,NDUFA4L2,REXO4,MLLT6,NFATC4
adipose - post-fed reversed, down	62	GLI1	206.3	Literature ChIP-seq,160;ARCHS4 Coexpression,480;Enrichr Queries,28;GTEx Coexpression,157	LLGL1,EML3,NFATC4
adipose - post-fed reversed, down	63	PRDM15	209.0	ARCHS4 Coexpression,43;Enrichr Queries,162;GTEx Coexpression,422	CCDC88B,ATP8B3,WDR90
adipose - post-fed reversed, down	64	POU2F2	209.0	ARCHS4 Coexpression,497;ENCODE ChIP-seq,16;Enrichr Queries,158;ReMap ChIP-seq,132;GTEx Coexpression,242	CCDC88B,CDC42BPG,WDR90,SECISBP2,HPS1,KIAA0753,PIGV,EML3
adipose - post-fed reversed, down	65	IRF4	210.2	ARCHS4 Coexpression,212;ENCODE ChIP-seq,92;Enrichr Queries,153;ReMap ChIP-seq,193;GTEx Coexpression,401	CCDC88B,NEURL4,CDC42BPG,WDR90,MLLT6
adipose - post-fed reversed, down	66	HSF1	211.4	Literature ChIP-seq,132;ARCHS4 Coexpression,158;ENCODE ChIP-seq,116;ReMap ChIP-seq,74;GTEx Coexpression,577	CCDC88B,NEURL4,CDC42BPG,WDR90,EML3
adipose - post-fed reversed, down	67	RARG	217.3	Literature ChIP-seq,12;ARCHS4 Coexpression,550;Enrichr Queries,57;GTEx Coexpression,250	AHCTF1,CDC42BPG,NFATC4,MLLT6
adipose - post-fed reversed, down	68	KLF1	217.6	Literature ChIP-seq,49;ARCHS4 Coexpression,518;Enrichr Queries,132;ReMap ChIP-seq,42;GTEx Coexpression,347	CCDC88B,NEURL4,ATP8B3,WDR90,CDC42BPG,HPS1,EML3
adipose - post-fed reversed, down	69	C11ORF95	220.0	GTEx Coexpression,220	NFATC4
adipose - post-fed reversed, down	70	PCGF2	220.5	ARCHS4 Coexpression,183;ReMap ChIP-seq,258	LLGL1,NFATC4
adipose - post-fed reversed, down	71	USF1	223.4	ARCHS4 Coexpression,439;ENCODE ChIP-seq,5;Enrichr Queries,328;ReMap ChIP-seq,39;GTEx Coexpression,306	CCDC88B,NEURL4,WDR90,SECISBP2,HPS1,REXO4,EML3,MLLT6,NFATC4
adipose - post-fed reversed, down	72	ZNF500	224.0	ARCHS4 Coexpression,317;Enrichr Queries,54;GTEx Coexpression,301	ATP8B3,WDR90,NFATC4
adipose - post-fed reversed, down	73	ZNF831	224.7	ARCHS4 Coexpression,153;Enrichr Queries,9;GTEx Coexpression,512	CCDC88B,MLLT6
adipose - post-fed reversed, down	74	ZGPAT	227.7	ARCHS4 Coexpression,168;Enrichr Queries,121;GTEx Coexpression,394	CCDC88B,EML3
adipose - post-fed reversed, down	75	ZNF446	229.0	ARCHS4 Coexpression,498;Enrichr Queries,3;GTEx Coexpression,186	CCDC88B,NEURL4,WDR90
adipose - post-fed reversed, down	76	ELK1	231.0	Literature ChIP-seq,95;ARCHS4 Coexpression,400;ENCODE ChIP-seq,54;ReMap ChIP-seq,52;GTEx Coexpression,554	CCDC88B,NEURL4,SECISBP2,WDR90,KIAA0753,HPS1,REXO4,EML3
adipose - post-fed reversed, down	77	ELK4	236.4	ARCHS4 Coexpression,138;ENCODE ChIP-seq,27;Enrichr Queries,72;ReMap ChIP-seq,32;GTEx Coexpression,913	CCDC88B,AHCTF1,SECISBP2,WDR90,KIAA0753,PIGV,EML3,MLLT6
adipose - post-fed reversed, down	78	ZNF319	239.0	ARCHS4 Coexpression,128;Enrichr Queries,166;GTEx Coexpression,423	CCDC88B,EML3
adipose - post-fed reversed, down	79	SPI1	240.0	Literature ChIP-seq,36;ARCHS4 Coexpression,521;ENCODE ChIP-seq,50;Enrichr Queries,168;ReMap ChIP-seq,185;GTEx Coexpression,480	CCDC88B,NEURL4,CDC42BPG,WDR90,SECISBP2,EML3
adipose - post-fed reversed, down	80	DOT1L	242.7	ARCHS4 Coexpression,190;Enrichr Queries,176;GTEx Coexpression,362	NEURL4,ATP8B3,MLLT6
adipose - post-fed reversed, down	81	GTF2B	243.8	ARCHS4 Coexpression,358;ENCODE ChIP-seq,100;ReMap ChIP-seq,85;GTEx Coexpression,432	CCDC88B,NEURL4,WDR90,HPS1,LLGL1,EML3
adipose - post-fed reversed, down	82	ZNF205	247.3	ARCHS4 Coexpression,191;Enrichr Queries,50;GTEx Coexpression,501	NEURL4,WDR90,LLGL1
adipose - post-fed reversed, down	83	ZBTB12	247.7	ARCHS4 Coexpression,166;Enrichr Queries,505;GTEx Coexpression,72	NEURL4,REXO4,LLGL1
adipose - post-fed reversed, down	84	ZBTB7A	248.4	ARCHS4 Coexpression,255;ENCODE ChIP-seq,2;Enrichr Queries,66;ReMap ChIP-seq,16;GTEx Coexpression,903	CCDC88B,NEURL4,ATP8B3,CDC42BPG,WDR90,HPS1,NDUFA4L2,REXO4,MLLT6,EML3,NFATC4
adipose - post-fed reversed, down	85	TCF7	249.4	Literature ChIP-seq,39;ARCHS4 Coexpression,40;Enrichr Queries,394;ReMap ChIP-seq,163;GTEx Coexpression,611	CCDC88B,WDR90,NDUFA4L2,LLGL1,MLLT6,EML3
adipose - post-fed reversed, down	86	GATA1	250.2	Literature ChIP-seq,11;ARCHS4 Coexpression,766;ENCODE ChIP-seq,12;Enrichr Queries,216;ReMap ChIP-seq,186;GTEx Coexpression,310	CCDC88B,AHCTF1,SECISBP2,HPS1,PIGV,REXO4,LLGL1,EML3
adipose - post-fed reversed, down	87	IKZF1	251.5	Literature ChIP-seq,154;ARCHS4 Coexpression,30;ENCODE ChIP-seq,52;Enrichr Queries,436;ReMap ChIP-seq,145;GTEx Coexpression,692	CCDC88B,SECISBP2,NDUFA4L2,PIGV,MLLT6,EML3
adipose - post-fed reversed, down	88	NR2F2	255.2	ARCHS4 Coexpression,106;ENCODE ChIP-seq,29;Enrichr Queries,821;ReMap ChIP-seq,89;GTEx Coexpression,231	CCDC88B,CDC42BPG,WDR90,REXO4,NFATC4,MLLT6
adipose - post-fed reversed, down	89	ZNF706	255.3	ARCHS4 Coexpression,147;Enrichr Queries,280;GTEx Coexpression,339	NEURL4,CDC42BPG,LLGL1
adipose - post-fed reversed, down	90	PRDM2	256.3	ARCHS4 Coexpression,179;Enrichr Queries,341;GTEx Coexpression,249	CCDC88B,NEURL4,MLLT6
adipose - post-fed reversed, down	91	MBD1	258.0	ARCHS4 Coexpression,4;Enrichr Queries,724;GTEx Coexpression,46	CCDC88B,NEURL4,ATP8B3,WDR90,EML3,MLLT6
adipose - post-fed reversed, down	92	STAT6	261.3	Literature ChIP-seq,146;ARCHS4 Coexpression,68;Enrichr Queries,782;GTEx Coexpression,49	CCDC88B,HPS1,EML3,MLLT6
adipose - post-fed reversed, down	93	SOX12	262.3	ARCHS4 Coexpression,414;Enrichr Queries,306;GTEx Coexpression,67	NEURL4,LLGL1
adipose - post-fed reversed, down	94	ZNF669	264.7	ARCHS4 Coexpression,309;Enrichr Queries,44;GTEx Coexpression,441	AHCTF1,NEURL4
adipose - post-fed reversed, down	95	CEBPE	265.3	ARCHS4 Coexpression,216;Enrichr Queries,175;GTEx Coexpression,405	CCDC88B,WDR90
adipose - post-fed reversed, down	96	HOXB8	265.7	ARCHS4 Coexpression,213;Enrichr Queries,480;GTEx Coexpression,104	NEURL4,LLGL1
adipose - post-fed reversed, down	97	STAT5A	266.0	Literature ChIP-seq,100;ARCHS4 Coexpression,77;ENCODE ChIP-seq,88;Enrichr Queries,738;ReMap ChIP-seq,247;GTEx Coexpression,346	CCDC88B,SECISBP2,REXO4,EML3,MLLT6
adipose - post-fed reversed, down	98	TIGD5	271.3	ARCHS4 Coexpression,327;Enrichr Queries,293;GTEx Coexpression,194	WDR90,REXO4
adipose - post-fed reversed, down	99	TBP	272.6	Literature ChIP-seq,87;ARCHS4 Coexpression,250;ENCODE ChIP-seq,46;ReMap ChIP-seq,97;GTEx Coexpression,883	CCDC88B,NEURL4,WDR90,SECISBP2,EML3,NFATC4
adipose - post-fed reversed, down	100	TCF3	273.3	Literature ChIP-seq,26;ARCHS4 Coexpression,201;ENCODE ChIP-seq,64;Enrichr Queries,492;ReMap ChIP-seq,28;GTEx Coexpression,829	CCDC88B,NEURL4,AHCTF1,CDC42BPG,WDR90,NDUFA4L2,REXO4,LLGL1,MLLT6
adipose - post-fed reversed, down	101	NR2C2	274.4	ARCHS4 Coexpression,181;ENCODE ChIP-seq,86;Enrichr Queries,277;ReMap ChIP-seq,143;GTEx Coexpression,685	NEURL4,WDR90,REXO4,MLLT6
adipose - post-fed reversed, down	102	IRF3	274.8	ARCHS4 Coexpression,52;ENCODE ChIP-seq,101;Enrichr Queries,796;ReMap ChIP-seq,282;GTEx Coexpression,143	CCDC88B,EML3,MLLT6
adipose - post-fed reversed, down	103	KLF13	275.0	ARCHS4 Coexpression,31;Enrichr Queries,311;ReMap ChIP-seq,27;GTEx Coexpression,731	CCDC88B,CDC42BPG,WDR90,PIGV,EML3,MLLT6
adipose - post-fed reversed, down	104	ZNF653	275.3	ARCHS4 Coexpression,49;Enrichr Queries,65;GTEx Coexpression,712	NEURL4,WDR90,EML3,MLLT6
adipose - post-fed reversed, down	105	ZNF496	276.7	ARCHS4 Coexpression,585;Enrichr Queries,238;GTEx Coexpression,7	SECISBP2,WDR90,LLGL1,NFATC4
adipose - post-fed reversed, down	106	ZNF777	277.3	ARCHS4 Coexpression,401;Enrichr Queries,148;GTEx Coexpression,283	NEURL4,REXO4
adipose - post-fed reversed, down	107	ZNF513	278.7	ARCHS4 Coexpression,769;Enrichr Queries,42;GTEx Coexpression,25	CCDC88B,WDR90,PIGV
adipose - post-fed reversed, down	108	ESRRA	279.4	ARCHS4 Coexpression,137;ENCODE ChIP-seq,107;Enrichr Queries,120;ReMap ChIP-seq,123;GTEx Coexpression,910	CCDC88B,NEURL4,CDC42BPG,WDR90
adipose - post-fed reversed, down	109	RFX5	279.6	ARCHS4 Coexpression,214;ENCODE ChIP-seq,56;Enrichr Queries,146;ReMap ChIP-seq,98;GTEx Coexpression,884	NEURL4,SECISBP2,WDR90,KIAA0753,NDUFA4L2,REXO4,EML3
adipose - post-fed reversed, down	110	RBAK	281.0	ARCHS4 Coexpression,248;Enrichr Queries,75;GTEx Coexpression,520	AHCTF1
adipose - post-fed reversed, down	111	MLXIP	282.7	ARCHS4 Coexpression,33;Enrichr Queries,391;GTEx Coexpression,424	CCDC88B,EML3,MLLT6
adipose - post-fed reversed, down	112	FOXK1	284.5	ARCHS4 Coexpression,21;Enrichr Queries,134;ReMap ChIP-seq,159;GTEx Coexpression,824	NEURL4,WDR90,REXO4,LLGL1,EML3,MLLT6
adipose - post-fed reversed, down	113	KLF2	287.0	Literature ChIP-seq,158;ARCHS4 Coexpression,60;Enrichr Queries,754;GTEx Coexpression,176	CCDC88B,EML3,MLLT6
adipose - post-fed reversed, down	114	ZBTB11	287.0	ARCHS4 Coexpression,379;Enrichr Queries,104;ReMap ChIP-seq,29;GTEx Coexpression,636	AHCTF1,WDR90,PIGV,REXO4,EML3,MLLT6
adipose - post-fed reversed, down	115	ELF1	287.4	Literature ChIP-seq,20;ARCHS4 Coexpression,740;ENCODE ChIP-seq,25;ReMap ChIP-seq,6;GTEx Coexpression,646	CCDC88B,NEURL4,CDC42BPG,WDR90,SECISBP2,HPS1,KIAA0753,NDUFA4L2,EML3,MLLT6
adipose - post-fed reversed, down	116	ZBED6	288.0	ARCHS4 Coexpression,288	AHCTF1
adipose - post-fed reversed, down	117	ZNF395	291.3	ARCHS4 Coexpression,5;Enrichr Queries,751;GTEx Coexpression,118	NDUFA4L2,EML3,NFATC4,MLLT6
adipose - post-fed reversed, down	118	KDM5B	295.0	Literature ChIP-seq,97;ARCHS4 Coexpression,1016;ENCODE ChIP-seq,74;ReMap ChIP-seq,49;GTEx Coexpression,239	CCDC88B,NEURL4,AHCTF1,ATP8B3,CDC42BPG,WDR90,SECISBP2,REXO4,MLLT6
adipose - post-fed reversed, down	119	ATF2	295.2	ARCHS4 Coexpression,134;ENCODE ChIP-seq,93;Enrichr Queries,421;ReMap ChIP-seq,240;GTEx Coexpression,588	NEURL4,SECISBP2,PIGV,EML3
adipose - post-fed reversed, down	120	SCMH1	296.5	ARCHS4 Coexpression,491;GTEx Coexpression,102	NEURL4,NFATC4
adipose - post-fed reversed, down	121	ZNF598	296.7	ARCHS4 Coexpression,541;Enrichr Queries,101;GTEx Coexpression,248	NEURL4,CDC42BPG,WDR90
adipose - post-fed reversed, down	122	SP1	297.2	ARCHS4 Coexpression,511;ENCODE ChIP-seq,69;Enrichr Queries,243;ReMap ChIP-seq,25;GTEx Coexpression,638	CCDC88B,NEURL4,CDC42BPG,WDR90,HPS1,EML3,MLLT6
adipose - post-fed reversed, down	123	KLF4	297.2	Literature ChIP-seq,18;ARCHS4 Coexpression,450;Enrichr Queries,656;ReMap ChIP-seq,104;GTEx Coexpression,258	CCDC88B,NEURL4,ATP8B3,CDC42BPG,SECISBP2,LLGL1,EML3
adipose - post-fed reversed, down	124	ETS1	299.3	Literature ChIP-seq,17;ARCHS4 Coexpression,67;ENCODE ChIP-seq,13;Enrichr Queries,595;ReMap ChIP-seq,82;GTEx Coexpression,1022	CCDC88B,NEURL4,AHCTF1,CDC42BPG,WDR90,SECISBP2,HPS1,PIGV,REXO4,EML3,MLLT6
adipose - post-fed reversed, down	125	FOXP3	299.8	Literature ChIP-seq,37;ARCHS4 Coexpression,32;Enrichr Queries,180;GTEx Coexpression,950	CCDC88B,KIAA0753,REXO4,EML3,MLLT6
adipose - post-fed reversed, down	126	RARA	300.0	Literature ChIP-seq,106;ARCHS4 Coexpression,188;Enrichr Queries,477;ReMap ChIP-seq,38;GTEx Coexpression,691	CCDC88B,NEURL4,CDC42BPG,WDR90,EML3
adipose - post-fed reversed, down	127	TFAP2C	303.2	Literature ChIP-seq,29;ARCHS4 Coexpression,426;ENCODE ChIP-seq,97;Enrichr Queries,957;ReMap ChIP-seq,37;GTEx Coexpression,273	CCDC88B,CDC42BPG,WDR90,SECISBP2,NDUFA4L2,EML3
adipose - post-fed reversed, down	128	SMYD3	303.5	ARCHS4 Coexpression,125;GTEx Coexpression,482	NEURL4,MLLT6
adipose - post-fed reversed, down	129	TBX21	305.3	ARCHS4 Coexpression,54;Enrichr Queries,229;ReMap ChIP-seq,139;GTEx Coexpression,799	CCDC88B,NEURL4,CDC42BPG,EML3,MLLT6
adipose - post-fed reversed, down	130	RXRA	306.7	Literature ChIP-seq,107;ARCHS4 Coexpression,173;ENCODE ChIP-seq,32;Enrichr Queries,399;ReMap ChIP-seq,78;GTEx Coexpression,1051	CCDC88B,CDC42BPG,WDR90,REXO4,EML3,MLLT6
adipose - post-fed reversed, down	131	ZNF696	307.7	ARCHS4 Coexpression,569;Enrichr Queries,202;GTEx Coexpression,152	WDR90,REXO4
adipose - post-fed reversed, down	132	LCORL	308.0	ARCHS4 Coexpression,245;Enrichr Queries,174;GTEx Coexpression,505	EML3
adipose - post-fed reversed, down	133	ZZZ3	309.2	ARCHS4 Coexpression,234;ENCODE ChIP-seq,37;Enrichr Queries,94;ReMap ChIP-seq,151;GTEx Coexpression,1030	AHCTF1,REXO4,EML3
adipose - post-fed reversed, down	134	CASZ1	310.7	ARCHS4 Coexpression,196;Enrichr Queries,448;GTEx Coexpression,288	CDC42BPG,MLLT6
adipose - post-fed reversed, down	135	NFE2	312.0	ARCHS4 Coexpression,476;ENCODE ChIP-seq,75;Enrichr Queries,156;ReMap ChIP-seq,57;GTEx Coexpression,796	CCDC88B,NEURL4,WDR90,HPS1,EML3
adipose - post-fed reversed, down	136	OVOL1	312.0	ARCHS4 Coexpression,473;Enrichr Queries,84;GTEx Coexpression,379	CDC42BPG
adipose - post-fed reversed, down	137	ESR1	313.2	Literature ChIP-seq,123;ARCHS4 Coexpression,348;ENCODE ChIP-seq,112;Enrichr Queries,1050;ReMap ChIP-seq,162;GTEx Coexpression,84	CDC42BPG,WDR90,NFATC4
adipose - post-fed reversed, down	138	RUNX3	313.8	ARCHS4 Coexpression,218;ENCODE ChIP-seq,105;Enrichr Queries,188;ReMap ChIP-seq,217;GTEx Coexpression,841	CCDC88B,CDC42BPG,MLLT6
adipose - post-fed reversed, down	139	PPARD	315.3	Literature ChIP-seq,119;ARCHS4 Coexpression,156;Enrichr Queries,465;GTEx Coexpression,521	EML3,MLLT6
adipose - post-fed reversed, down	140	FOSL2	315.8	ARCHS4 Coexpression,174;ENCODE ChIP-seq,59;Enrichr Queries,759;ReMap ChIP-seq,137;GTEx Coexpression,450	CCDC88B,CDC42BPG,WDR90,EML3,MLLT6
