Query Name	Rank	TF	Score	Library	Overlapping_Genes
adipose - post-fed reversed, up	25	NKX22	124.0	ARCHS4 Coexpression,191;GTEx Coexpression,57	RFTN2,ENPP2,CNTN1,PRTFDC1,GPM6B,GRIA3
adipose - post-fed reversed, up	26	TCF12	124.8	ARCHS4 Coexpression,8;ENCODE ChIP-seq,53;Enrichr Queries,283;ReMap ChIP-seq,211;GTEx Coexpression,69	RFTN2,ARPC1A,VPS13B,NUDT5,ROBO1,PRDX2,NT5E,ASPH,YWHAQ,GSTA4,CFL1,ENPP2,AP1S2,ITGAV,CALM2,PRTFDC1,GPM6B
adipose - post-fed reversed, up	27	EPAS1	126.0	ARCHS4 Coexpression,5;Enrichr Queries,47;ReMap ChIP-seq,206;GTEx Coexpression,246	COL15A1,ECM2,ANAPC16,ADIPOQ,AQP1,PRDX2,NT5E,ALDH2,ASPH,ENPP2,CNTN1,COL6A6,ITGAV,CD36
adipose - post-fed reversed, up	28	HIF1A	127.2	Literature ChIP-seq,152;ARCHS4 Coexpression,119;Enrichr Queries,112;ReMap ChIP-seq,87;GTEx Coexpression,166	PRDX2,NT5E,ASPH,YWHAQ,CFL1,ADIPOQ,CNTN1,ITGAV
adipose - post-fed reversed, up	29	OSR1	131.0	ARCHS4 Coexpression,201;GTEx Coexpression,61	NT5E,ECM2,OMD,ESD,OGN
adipose - post-fed reversed, up	30	SOX18	133.0	ARCHS4 Coexpression,32;Enrichr Queries,260;GTEx Coexpression,107	COL15A1,ECM2,ALDH2,ENPP2,CD36,AQP1
adipose - post-fed reversed, up	31	ST18	134.0	ARCHS4 Coexpression,27;Enrichr Queries,256;GTEx Coexpression,119	RFTN2,GSTA4,CNTN1,ENPP2,ASPA,GPM6B,GRIA3,ROBO1
adipose - post-fed reversed, up	32	SOX11	138.2	Literature ChIP-seq,103;ARCHS4 Coexpression,107;Enrichr Queries,198;ReMap ChIP-seq,205;GTEx Coexpression,78	YWHAQ,GSTA4,SORT1,ADK,CNTN1,VPS13B,COL6A6,CALM2,PRTFDC1,GPM6B,GRIA3,ROBO1
adipose - post-fed reversed, up	33	ATOH8	140.0	ARCHS4 Coexpression,91;Enrichr Queries,197;GTEx Coexpression,132	COL15A1,ECM2,ACADL,ALDH2,OMD,ESD,CNTN1,CD36,AQP1
adipose - post-fed reversed, up	34	NFIB	147.5	Literature ChIP-seq,73;ARCHS4 Coexpression,319;Enrichr Queries,85;GTEx Coexpression,113	COL15A1,ECM2,GSTA4,ENPP2,CNTN1,COL6A6,CD36,CALM2,GPM6B,GRIA3,ACSF2,ROBO1
adipose - post-fed reversed, up	35	KLF12	147.7	ARCHS4 Coexpression,20;Enrichr Queries,253;GTEx Coexpression,170	DOCK11,NT5E,SESN3,GSTA4,ESD,VPS13B,CCSER2,DMD,ROBO1
adipose - post-fed reversed, up	36	ZNF658	152.0	ARCHS4 Coexpression,68;Enrichr Queries,236	GSTA4,CFL1,CNTN1,CD36,ASPA,ROBO1
adipose - post-fed reversed, up	37	POU3F2	153.5	Literature ChIP-seq,12;ARCHS4 Coexpression,199;Enrichr Queries,333;GTEx Coexpression,70	RFTN2,KLB,ECM2,AGL,OMD,ZHX1,ROBO1,GSTA4,ASPH,OGN,ENPP2,CNTN1,DMD,CD36,PRTFDC1,GPM6B
adipose - post-fed reversed, up	38	NR3C1	155.8	Literature ChIP-seq,22;ARCHS4 Coexpression,361;ENCODE ChIP-seq,85;Enrichr Queries,184;ReMap ChIP-seq,100;GTEx Coexpression,183	KLB,USP47,ECM2,CERS6,ANAPC16,HACD2,AQP1,DOCK11,PRDX2,YWHAQ,ASPH,GGCX,CNTN1,ENPP2,ITGAV,ENPP4,CALM2,GPM6B,GRIA3
adipose - post-fed reversed, up	39	USF3	156.5	ARCHS4 Coexpression,128;GTEx Coexpression,185	AGL,SPPL2A,CFL1,VPS13B,ASPA
adipose - post-fed reversed, up	40	TWIST1	157.5	ARCHS4 Coexpression,258;Enrichr Queries,52;ReMap ChIP-seq,176;GTEx Coexpression,144	PRDX2,NT5E,COL15A1,ASPH,SERPINF1,ENPP2,CNTN1
adipose - post-fed reversed, up	41	ZBED3	158.0	ARCHS4 Coexpression,76;Enrichr Queries,394;GTEx Coexpression,4	KLB,DOCK11,CERS6,ASPH,SESN3,ALDH2,ELOVL5,PRKAR2B,SORT1,SERPINF1,ADIPOQ,CD36
adipose - post-fed reversed, up	42	POU3F3	160.0	ARCHS4 Coexpression,129;Enrichr Queries,302;GTEx Coexpression,49	RFTN2,GSTA4,PRTFDC1,GPM6B,GRIA3,ROBO1
adipose - post-fed reversed, up	43	ZNF708	161.0	ARCHS4 Coexpression,90;Enrichr Queries,360;GTEx Coexpression,33	RFTN2,USP47,SESN3,YWHAQ,GSTA4,ENPP2,ASPA,PRTFDC1,GPM6B
adipose - post-fed reversed, up	44	OSR2	161.0	ARCHS4 Coexpression,337;Enrichr Queries,3;GTEx Coexpression,143	COL15A1,NT5E,SERPINF1,OGN,ENPP2,CNTN1,VPS13B,AQP1
adipose - post-fed reversed, up	45	HOXD8	161.3	ARCHS4 Coexpression,82;Enrichr Queries,35;GTEx Coexpression,367	COL15A1,NT5E,DNAH8,SERPINF1,OGN,ITGAV,AQP1
adipose - post-fed reversed, up	46	ZNF12	162.3	ARCHS4 Coexpression,125;Enrichr Queries,168;GTEx Coexpression,194	MFSD8,USP47,APPBP2,SESN3,CFL1,VPS13B,ITGAV,GRIA3
adipose - post-fed reversed, up	47	MBNL2	162.3	ARCHS4 Coexpression,25;Enrichr Queries,375;GTEx Coexpression,87	RFTN2,ASPH,SORT1,ENPP2,CNTN1,ENPP4,ITGAV,PRTFDC1
adipose - post-fed reversed, up	48	ZBTB14	163.5	ARCHS4 Coexpression,205;GTEx Coexpression,122	RFTN2,DOCK11,PRKAR2B,ENPP2,ASPA
adipose - post-fed reversed, up	49	WT1	165.3	Literature ChIP-seq,3;ARCHS4 Coexpression,55;Enrichr Queries,393;GTEx Coexpression,210	COL15A1,ANAPC16,DNAH8,SPPL2A,ADK,ROBO1,SCP2,SESN3,ACADL,PRKAR2B,ITGAV,DMD,CD36,GRIA3,USP47,CERS6,ELOVL5,SERPINF1,AGL,IDH1,VPS13B,ACSF2,APPBP2,OGN,CNTN1,CCSER2,COL6A6,CALM2
adipose - post-fed reversed, up	50	DMRT2	166.7	ARCHS4 Coexpression,60;Enrichr Queries,225;GTEx Coexpression,215	ECM2,ALDH2,AGL,ADIPOQ,OGN,ENPP2,CD36
adipose - post-fed reversed, up	51	CREB3L2	167.7	ARCHS4 Coexpression,100;Enrichr Queries,95;GTEx Coexpression,308	NT5E,ASPH,ESD,ENPP2,CNTN1,ITGAV
adipose - post-fed reversed, up	52	MSANTD4	168.0	ARCHS4 Coexpression,26;GTEx Coexpression,310	YWHAQ,GSTA4,CNTN1,PARK7,GPM6B,ROBO1
adipose - post-fed reversed, up	53	OLIG2	175.5	Literature ChIP-seq,61;ARCHS4 Coexpression,233;Enrichr Queries,316;GTEx Coexpression,92	RFTN2,USP47,VPS13B,ROBO1,SESN3,ACADL,APPBP2,ENPP2,CNTN1,DMD,PRTFDC1,GPM6B,GRIA3
adipose - post-fed reversed, up	54	JUN	179.7	Literature ChIP-seq,51;ARCHS4 Coexpression,96;ENCODE ChIP-seq,61;Enrichr Queries,681;ReMap ChIP-seq,29;GTEx Coexpression,160	COL15A1,ECM2,MDH1,ELOVL5,SERPINF1,GLO1,ADK,UBE4A,PARK7,NUDT5,AQP1,ROBO1,PRDX2,NT5E,YWHAQ,ASPH,GGCX,APPBP2,GSTA4,CNTN1,CCSER2,ITGAV,CALM2,PRTFDC1
adipose - post-fed reversed, up	55	SOX10	181.5	ARCHS4 Coexpression,522;Enrichr Queries,77;ReMap ChIP-seq,84;GTEx Coexpression,43	RFTN2,SESN3,MDH1,GSTA4,SORT1,ENPP2,CNTN1,ASPA,GPM6B
adipose - post-fed reversed, up	56	ZNF300	182.0	ARCHS4 Coexpression,123;Enrichr Queries,49;GTEx Coexpression,374	NT5E,YWHAQ,GSTA4,ENPP2,VPS13B,DMD,GPM6B,ROBO1
adipose - post-fed reversed, up	57	TCF4	185.6	Literature ChIP-seq,33;ARCHS4 Coexpression,116;Enrichr Queries,217;ReMap ChIP-seq,64;GTEx Coexpression,498	USP47,ECM2,CERS6,MDH1,SERPINF1,AGL,ARPC1A,SPPL2A,ADIPOQ,VPS13B,NUDT5,ACSF2,ROBO1,PRDX2,ALDH2,GSTA4,ASPH,ENPP2,CCSER2,DMD,CD36,CALM2,PRTFDC1,GRIA3
adipose - post-fed reversed, up	58	POU3F4	185.7	ARCHS4 Coexpression,61;Enrichr Queries,28;GTEx Coexpression,468	YWHAQ,GSTA4,ENPP2,CNTN1,DMD,GRIA3,GPM6B,ROBO1
adipose - post-fed reversed, up	59	SKIL	185.7	ARCHS4 Coexpression,36;Enrichr Queries,474;GTEx Coexpression,47	ECM2,MDH1,IDH1,OMD,OGN,CFL1,CNTN1,UBE4A,COL6A6,ITGAV
adipose - post-fed reversed, up	60	LCOR	188.3	ARCHS4 Coexpression,97;Enrichr Queries,276;GTEx Coexpression,192	MFSD8,SESN3,CFL1,UBE4A,VPS13B,CCSER2
adipose - post-fed reversed, up	61	TWIST2	189.0	ARCHS4 Coexpression,232;GTEx Coexpression,146	NT5E,COL15A1,ASPH
adipose - post-fed reversed, up	62	MXI1	189.2	ARCHS4 Coexpression,135;ENCODE ChIP-seq,34;Enrichr Queries,372;ReMap ChIP-seq,254;GTEx Coexpression,151	RFTN2,ANAPC16,MDH1,SORT1,ADK,VPS13B,ACSF2,PRDX2,SESN3,ALDH2,YWHAQ,CFL1,ESD,CNTN1,AP1S2,GPM6B
adipose - post-fed reversed, up	63	ARNT2	190.0	ARCHS4 Coexpression,236;Enrichr Queries,42;GTEx Coexpression,292	SORT1,ENPP2,CNTN1,GPM6B,GRIA3,ROBO1
adipose - post-fed reversed, up	64	HMGN3	192.0	ARCHS4 Coexpression,426;ENCODE ChIP-seq,104;ReMap ChIP-seq,197;GTEx Coexpression,41	PRDX2,MDH1,SESN3,GGCX,CFL1,UBE4A,CCSER2,PARK7,PRTFDC1
adipose - post-fed reversed, up	65	NR1H3	197.2	Literature ChIP-seq,85;ARCHS4 Coexpression,819;Enrichr Queries,29;ReMap ChIP-seq,26;GTEx Coexpression,27	KLB,ELOVL5,SORT1,SERPINF1,AGL,IDH1,GLO1,ADIPOQ,ALDH2,PRKAR2B,ENPP2,CNTN1,CD36,PRTFDC1
adipose - post-fed reversed, up	66	MKX	197.7	ARCHS4 Coexpression,252;Enrichr Queries,44;GTEx Coexpression,297	COL15A1,NT5E,ASPH,SERPINF1,ESD,OGN,CNTN1
adipose - post-fed reversed, up	67	SOX6	199.3	ARCHS4 Coexpression,53;Enrichr Queries,249;ReMap ChIP-seq,112;GTEx Coexpression,383	PRDX2,GSTA4,PRKAR2B,CFL1,CCSER2,DMD,ASPA,GPM6B,GRIA3,AQP1,ROBO1
adipose - post-fed reversed, up	68	OLIG1	200.3	ARCHS4 Coexpression,438;Enrichr Queries,75;GTEx Coexpression,88	RFTN2,ENPP2,CNTN1,CD36,PRTFDC1,GPM6B
adipose - post-fed reversed, up	69	BNC2	202.3	ARCHS4 Coexpression,46;Enrichr Queries,30;GTEx Coexpression,531	COL15A1,SERPINF1,OGN,ENPP2,HMCN2,VPS13B,DMD,ROBO1
adipose - post-fed reversed, up	70	GATA6	204.8	Literature ChIP-seq,102;ARCHS4 Coexpression,180;Enrichr Queries,407;ReMap ChIP-seq,40;GTEx Coexpression,295	ANAPC16,MDH1,AGL,IDH1,PARK7,HACD2,ACSF2,AQP1,ROBO1,PRDX2,NT5E,ALDH2,CFL1,CNTN1,ITGAV,ASPA,PRTFDC1
adipose - post-fed reversed, up	71	SOX17	205.0	Literature ChIP-seq,9;ARCHS4 Coexpression,504;Enrichr Queries,247;GTEx Coexpression,60	KLB,COL15A1,SERPINF1,AGL,GLO1,IDH1,ADIPOQ,ADK,HACD2,AQP1,ROBO1,SESN3,ASPH,GSTA4,APPBP2,CFL1,OGN,ENPP2,CD36
adipose - post-fed reversed, up	72	ZNF322	208.0	ARCHS4 Coexpression,85;GTEx Coexpression,331	GSTA4,IDH1,ESD,ROBO1
adipose - post-fed reversed, up	73	TEAD1	209.0	ARCHS4 Coexpression,95;Enrichr Queries,201;ReMap ChIP-seq,25;GTEx Coexpression,515	NT5E,YWHAQ,ASPH,SORT1,CNTN1,DMD,ITGAV,CD36,CALM2,ROBO1
adipose - post-fed reversed, up	74	ZSCAN23	211.3	ARCHS4 Coexpression,93;Enrichr Queries,118;GTEx Coexpression,423	NT5E,SESN3,YWHAQ,GSTA4,ENPP2,CNTN1,ROBO1
adipose - post-fed reversed, up	75	TCF7L2	213.2	Literature ChIP-seq,54;ARCHS4 Coexpression,241;ENCODE ChIP-seq,1;Enrichr Queries,676;ReMap ChIP-seq,153;GTEx Coexpression,154	ECM2,MDH1,ELOVL5,IDH1,SPPL2A,ADK,PARK7,ZHX1,ROBO1,PRDX2,DOCK11,ASPH,YWHAQ,GSTA4,APPBP2,ESD,CFL1,CNTN1,AP1S2,CALM2,GPM6B,PRTFDC1
adipose - post-fed reversed, up	76	EGR1	215.0	Literature ChIP-seq,34;ARCHS4 Coexpression,322;ENCODE ChIP-seq,38;Enrichr Queries,403;ReMap ChIP-seq,191;GTEx Coexpression,302	KLB,ECM2,MDH1,GLO1,AGL,SERPINF1,ADIPOQ,ADK,PARK7,HACD2,MFSD8,PRDX2,GGCX,CFL1,ESD,ENPP2,CNTN1,ASPA
adipose - post-fed reversed, up	77	ZNF704	215.3	ARCHS4 Coexpression,185;Enrichr Queries,340;GTEx Coexpression,121	ECM2,SESN3,SORT1,OMD,OGN,DMD,ROBO1
adipose - post-fed reversed, up	78	ZNF385D	215.7	ARCHS4 Coexpression,282;Enrichr Queries,297;GTEx Coexpression,68	ECM2,PRKAR2B,OMD,OGN,CNTN1,CD36,ASPA,AQP1,ROBO1
adipose - post-fed reversed, up	79	FOXO1	216.4	Literature ChIP-seq,45;ARCHS4 Coexpression,17;Enrichr Queries,697;ReMap ChIP-seq,80;GTEx Coexpression,243	ECM2,ELOVL5,SERPINF1,ADIPOQ,VPS13B,PRDX2,DOCK11,NT5E,YWHAQ,SCP2,CFL1,CNTN1,DMD,ITGAV,CALM2
adipose - post-fed reversed, up	80	FOXC2	217.3	ARCHS4 Coexpression,229;Enrichr Queries,386;GTEx Coexpression,37	NT5E,ECM2,OMD,ESD,OGN,CNTN1,ITGAV,AQP1
adipose - post-fed reversed, up	81	SIM1	217.3	ARCHS4 Coexpression,179;Enrichr Queries,331;GTEx Coexpression,142	NT5E,ASPH,CFL1,ENPP2,CNTN1,ROBO1
adipose - post-fed reversed, up	82	ZNF711	217.7	ARCHS4 Coexpression,226;Enrichr Queries,7;GTEx Coexpression,420	SESN3,GSTA4,DNAH8,PRKAR2B,ENPP2,DMD,GPM6B,GRIA3,ROBO1
adipose - post-fed reversed, up	83	FOSL1	219.8	ARCHS4 Coexpression,122;ENCODE ChIP-seq,9;Enrichr Queries,444;ReMap ChIP-seq,58;GTEx Coexpression,466	RFTN2,PRDX2,NT5E,YWHAQ,ASPH,PRKAR2B,OMD,ESD,CFL1,CNTN1,PRTFDC1
adipose - post-fed reversed, up	84	MEF2A	220.0	Literature ChIP-seq,137;ARCHS4 Coexpression,297;ENCODE ChIP-seq,107;Enrichr Queries,470;ReMap ChIP-seq,79;GTEx Coexpression,230	USP47,ECM2,ANAPC16,ADK,NUDT5,PRDX2,NT5E,YWHAQ,ASPH,CFL1,DMD,ITGAV,CD36
adipose - post-fed reversed, up	85	ZNF280A	221.7	ARCHS4 Coexpression,263;Enrichr Queries,354;GTEx Coexpression,48	ASPH,GSTA4,DNAH8,IDH1,SERPINF1,ENPP2,DMD,ACSF2
adipose - post-fed reversed, up	86	TBX3	221.8	Literature ChIP-seq,87;ARCHS4 Coexpression,287;Enrichr Queries,440;GTEx Coexpression,73	NT5E,COL15A1,GSTA4,ASPH,IDH1,CNTN1,ADK,ACSF2
adipose - post-fed reversed, up	87	ZBTB33	221.8	ARCHS4 Coexpression,312;ENCODE ChIP-seq,42;Enrichr Queries,103;ReMap ChIP-seq,127;GTEx Coexpression,525	USP47,CERS6,AGL,ADK,NUDT5,ZHX1,MFSD8,PRDX2,DOCK11,ASPH,GSTA4,YWHAQ,CFL1,AP1S2,ITGAV
adipose - post-fed reversed, up	88	ELK3	223.0	Literature ChIP-seq,147;ARCHS4 Coexpression,385;Enrichr Queries,221;GTEx Coexpression,139	NT5E,ASPH,SESN3,PRKAR2B,CFL1,CNTN1,ITGAV,PARK7
adipose - post-fed reversed, up	89	TCF21	223.5	Literature ChIP-seq,47;ARCHS4 Coexpression,565;Enrichr Queries,8;GTEx Coexpression,274	COL15A1,SERPINF1,OMD,ZHX1,ACSF2,AQP1,NT5E,ALDH2,YWHAQ,GGCX,OGN,ESD,ENPP2,CNTN1,COL6A6,CD36,PRTFDC1
adipose - post-fed reversed, up	90	ZNF75D	223.7	ARCHS4 Coexpression,315;Enrichr Queries,145;GTEx Coexpression,211	DOCK11,SESN3,IDH1,VPS13B,DMD,ACSF2
adipose - post-fed reversed, up	91	MEF2C	223.8	ARCHS4 Coexpression,296;ENCODE ChIP-seq,117;Enrichr Queries,34;ReMap ChIP-seq,268;GTEx Coexpression,404	NT5E,PRKAR2B,AGL,SERPINF1,ENPP2,AP1S2,DMD,CD36
adipose - post-fed reversed, up	92	ZNF627	224.3	ARCHS4 Coexpression,260;Enrichr Queries,209;GTEx Coexpression,204	APPBP2,YWHAQ,GSTA4,ESD,AP1S2,VPS13B,CD36
adipose - post-fed reversed, up	93	ZKSCAN1	225.0	ARCHS4 Coexpression,62;ENCODE ChIP-seq,65;Enrichr Queries,493;ReMap ChIP-seq,229;GTEx Coexpression,276	MFSD8,KLB,PRDX2,USP47,SCP2,ASPH,GSTA4,GLO1,CFL1,ARPC1A,VPS13B,ROBO1
adipose - post-fed reversed, up	94	ZBTB16	225.3	ARCHS4 Coexpression,371;Enrichr Queries,39;ReMap ChIP-seq,66;GTEx Coexpression,425	MFSD8,USP47,ASPH,AGL,OGN,ENPP2,CNTN1,HMCN2,DMD,CD36,AQP1
adipose - post-fed reversed, up	95	ZFX	226.2	Literature ChIP-seq,53;ARCHS4 Coexpression,206;Enrichr Queries,526;ReMap ChIP-seq,82;GTEx Coexpression,264	USP47,MDH1,GLO1,AGL,ARPC1A,UBE4A,VPS13B,ZHX1,PRDX2,GGCX,ACADL,ASPH,APPBP2,PRKAR2B,CFL1,ESD,AP1S2
adipose - post-fed reversed, up	96	DACH2	227.0	ARCHS4 Coexpression,162;Enrichr Queries,15;GTEx Coexpression,504	GSTA4,ENPP2,CNTN1,DMD,CD36,GRIA3,GPM6B,ROBO1
adipose - post-fed reversed, up	97	PLAGL1	228.3	ARCHS4 Coexpression,63;Enrichr Queries,200;GTEx Coexpression,422	COL15A1,CFL1,ESD,ENPP2,CNTN1,VPS13B,ROBO1
adipose - post-fed reversed, up	98	DBX2	228.7	ARCHS4 Coexpression,207;Enrichr Queries,427;GTEx Coexpression,52	RFTN2,CNTN1,PRTFDC1,GPM6B,GRIA3,ROBO1
adipose - post-fed reversed, up	99	BCL6B	230.7	ARCHS4 Coexpression,446;Enrichr Queries,181;GTEx Coexpression,65	COL15A1,SERPINF1,COL6A6,CD36,AQP1
adipose - post-fed reversed, up	100	PBX3	231.0	ARCHS4 Coexpression,157;ENCODE ChIP-seq,33;Enrichr Queries,359;ReMap ChIP-seq,134;GTEx Coexpression,472	CERS6,ANAPC16,MDH1,SORT1,ROBO1,PRDX2,ASPH,YWHAQ,GSTA4,CFL1,AP1S2,CNTN1,CALM2
adipose - post-fed reversed, up	101	ZNF782	231.3	ARCHS4 Coexpression,112;Enrichr Queries,86;GTEx Coexpression,496	MFSD8,SESN3,ASPH,CFL1,CNTN1,VPS13B,ENPP4
adipose - post-fed reversed, up	102	ZNF385B	232.3	ARCHS4 Coexpression,428;Enrichr Queries,120;GTEx Coexpression,149	USP47,MDH1,ACADL,CNTN1,DMD,CD36,ROBO1
adipose - post-fed reversed, up	103	NR0B1	232.8	Literature ChIP-seq,68;ARCHS4 Coexpression,155;Enrichr Queries,573;GTEx Coexpression,135	PRDX2,CERS6,GSTA4,ASPH,IDH1,AP1S2,ENPP2,CNTN1,ENPP4,ITGAV,PARK7
adipose - post-fed reversed, up	104	SNAI2	233.5	ARCHS4 Coexpression,210;Enrichr Queries,157;ReMap ChIP-seq,212;GTEx Coexpression,355	PRDX2,NT5E,SERPINF1,CFL1,CNTN1,ITGAV
adipose - post-fed reversed, up	105	ZNF587B	236.0	ARCHS4 Coexpression,239;GTEx Coexpression,233	RFTN2,IDH1,SPPL2A,CFL1
adipose - post-fed reversed, up	106	PRRX2	237.0	ARCHS4 Coexpression,539;Enrichr Queries,91;GTEx Coexpression,81	NT5E,COL15A1,ECM2,SERPINF1,ESD,CNTN1,AQP1
