Query Name	Rank	TF	Score	Library	Overlapping_Genes
liver - hibernation, down	89	NR1H2	200.0	ARCHS4 Coexpression,114;Enrichr Queries,97;ReMap ChIP-seq,194;GTEx Coexpression,395	MTCH1,CPNE7,AQP9,ENO1,ENO3,TM7SF2,CDH1,ZC3H12A,BSG,WWC3,LONP1,TRIM25,PDK2,PCYT2,TPM2,TALDO1,MITF,CNPY3,GCAT,SCAMP2,ACAP3,WDR81,IGFALS,TP53,FTL,PFKFB2,LRPAP1,ABCB1,INSIG1,SLAIN2,AGAP3,SLC1A5,FOXO3,PLD3,DPP4,DPP7,HMOX1,TBC1D17,NADK,EXPH5,CTSA,XBP1,KLHL21,FBXO32,FBXO31,EFNA1,FASN,PLXNB2,MAN2B1,LRP11,PYGB,SYNM,RNPEPL1,TECR,MRPS12,ILK,GPT,SGF29,WDR45,LITAF,AFF1,FYCO1,CSRP1,TCP11L2,TSPO,SDF4,SH3BGRL3,IKBKG,ABCD1,SUN2,TSC22D4,GPX1,GPX4,SPHK2,GAA,RHOF,RHOC,EPN1,RNF167,CDC42EP4,PPDPF,AKT1S1,SLC25A10,ITGA6,ALDOA,SLC25A11,GAPDH,UNC93B1,LMF2,MNT,NFS1,MCRIP2,DNAJB5,MKNK2,LRIG1,CLPTM1,HS1BP3,CKB,RFFL,MAP3K3,SPAG7,PTGES2,SEMA4B,SQOR,MAPK12,CLCN7,PNKD,SLC25A39,GNPDA1,OSTM1,TTC6,TNIP1,SCD,IMPDH1,ZNF217,NUCB1,ESYT1,YPEL3
liver - hibernation, down	90	HMBOX1	200.5	ARCHS4 Coexpression,193;Enrichr Queries,301;ReMap ChIP-seq,229;GTEx Coexpression,79	SLC23A2,CRTC2,ZBTB25,CCNI,MSMO1,RORA,CDC14A,ZDHHC3,AS3MT,SESN3,LAMP1,BSG,FDXR,LONP1,PIM1,AP1S1,ZNF326,VSIG4,SLC12A6,SLC38A1,MITF,ATP11A,MYO7A,CMBL,TMEM170A,NEIL2,FDX1,CMPK1,ERP29,ULK2,HECA,VDAC1,PLBD2,IFNAR1,SLC27A4,PFKFB2,ABCB1,EPB41,TPRG1L,CACNA1D,SLAIN2,FOXO3,ACAT1,PTDSS2,UGCG,STRIP2,BTBD1,RDH11,PRDX1,DNAJC21,SNX5,MGAM,EPHX1,ABCA9,DHCR24,KLHL24,SMARCA2,PBX1,MAP3K15,UCK2,UBXN10,COPS2,PXMP2,PI4KA,CREBRF,HBP1,TMEM19,NFE2L1,CEP57,PIGR,SMG1,TECR,YBX3,AFF1,SYNE2,ABHD16A,SDF4,KIF1B,JARID2,HTATIP2,CLUH,HMGCS1,VPS13C,PGAM1,AKR1A1,RHOC,ENAH,TGFBR3,AKT1S1,RGN,TMBIM6,ITGA6,SLC25A10,TKT,PCYOX1,ARHGEF6,SMARCD2,ECHS1,AHCY,EI24,SRSF1,DLST,HMGCR,PAPSS2,HSPD1,TRAK2,EXOSC7,FBXL20,NFS1,LRIG1,RFFL,BCAP31,SORT1,NCKAP5L,GSR,MYO9A,CLCN7,DNAJA1,TTLL4,GNPDA1,NEDD4,ZNF217,CHPT1,ESYT1,MEGF9,YPEL2
liver - hibernation, down	91	MTF1	201.0	ARCHS4 Coexpression,168;GTEx Coexpression,234	DHRS13,SELPLG,FKBP15,SLC43A2,RNF13,USP32,AQP9,PYGL,NPL,FAM214B,PLA2G7,LITAF,ADGRE1,FBXL20,LACTB,GLT1D1,KYNU,ZC3H12A,SLC16A6,ZNF746,TCP11L2,TRIM25,SH3BGRL3,OSTF1,SLC12A6,BID,SLC31A2,SQOR,TALDO1,ADA2,LHFPL2,PGD,SOD2,MPEG1,LACC1,TNIP1,MAK,RAPGEF1,PLBD1,CD300E,MAN2B1,SIGLEC1
liver - hibernation, down	92	ZNF680	204.0	ARCHS4 Coexpression,248;Enrichr Queries,259;GTEx Coexpression,105	ATP8A1,ARL6IP1,CD81,PEBP1,ABAT,RORA,MSMO1,ECE1,AHR,AMOT,PREX2,GCSH,EEA1,SESN3,LAMP1,TRIM2,TSPO,SDF4,KIF1B,SEPHS1,AASS,SH3GL1,SUN2,HMGCS1,VPS13C,ARHGEF18,EPN1,ENAH,TGFBR3,KAT2B,SLC25A18,RAPGEF1,TMEM106B,SNRNP25,ALDH7A1,ZNF398,ABCB1,INSIG1,DCUN1D4,SLC1A2,MGST1,LMF2,RANBP3L,TMEM205,TSPAN7,LRIG1,CLPTM1,ANKRD10,NADK,ACBD5,GCA,KLHL24,PBX1,ETNPPL,CLCN7,GLUD1,ALDH6A1,MPHOSPH9,GNPDA1,REEP5,TNIP1,IMPDH1,CCNG2,JMY,CREBRF,NUCB1,PLXNB2,SERINC1,MAN2B1,CENPQ,YPEL2
liver - hibernation, down	93	HHEX	205.5	ARCHS4 Coexpression,294;Enrichr Queries,363;ReMap ChIP-seq,10;GTEx Coexpression,155	MTCH1,SPARC,COMT,SLC4A5,LACTB,RGS5,DOCK11,AS3MT,RASSF4,CDH1,PIM1,LONP1,AP1S1,GGT1,AGFG2,FADS1,TGM2,ZNF165,LAG3,SLC38A1,ARMT1,HGD,APLP2,GPT2,TALDO1,CNPY3,TLE6,FBXW2,MPEG1,RBP4,WDR81,COL4A2,COL4A1,ORAI3,FETUB,PLBD1,HECA,NUPR1,CLEC4F,CSF1R,HPN,MGST1,PLA2G6,DPP4,AMDHD1,PCBP2,APOF,HMOX1,SLC38A3,SNX5,NADK,PCK2,CTSA,XBP1,GOT1,SMLR1,TMEM50B,IDH2,ASPSCR1,DNAJC12,DHCR24,EFNA1,DAB2,HAL,RGCC,P4HA1,COPS2,ECHDC2,KYAT1,HRG,CDS2,MRPS15,MOGAT3,FLT4,TECR,SLC2A2,ECE1,ETFA,TMEM53,SGF29,PYGL,TENT4B,LITAF,AFF1,PCMTD2,SCPEP1,TMEM101,CPT2,ABHD16A,PSD4,RFK,NAPRT,TCP11L2,PHACTR2,CD36,OIT3,ABCD1,MBL2,ACAD8,CCDC38,SYK,SPHK2,FIGLA,AHSG,SIGMAR1,SORD,KREMEN1,WIPI1,PHF20L1,GCHFR,KAT2B,MMP15,IVD,CDC42EP4,CHDH,CAT,RAPGEF1,ITGA6,DNASE1L3,TRUB2,SMARCD2,AHCY,SLC43A1,HSD17B4,LCAT,MALSU1,AGPAT2,PTGS1,PDLIM2,TMEM205,CLPTM1,LRIG1,DCAF11,SLC22A31,BCAP31,GCA,SORT1,APOC3,LHFPL2,MYO9A,AGT,KLF9,NBR1,NAGS,FCGR2B,CCL27,YPEL3,MEGF9,MSRB1
liver - hibernation, down	94	CEBPB	206.2	Literature ChIP-seq,95;ARCHS4 Coexpression,76;ENCODE ChIP-seq,13;Enrichr Queries,88;ReMap ChIP-seq,47;GTEx Coexpression,918	EIF4A2,AHCYL2,SPARC,CCNI,ARL6IP1,AQP9,CISD1,DCAF8,ABAT,ENO1,GHITM,ENO3,PSMD9,NSDHL,RASSF4,ZC3H12A,LONP1,FDXR,TRIM25,TNS4,SEPHS1,SLC12A6,ACAD10,SEPHS2,SLC35A5,PDK1,ATG3,GABARAPL1,STARD4,STARD5,SLC6A12,TALDO1,DNAAF5,TMEM170A,FCAMR,SHTN1,RBP4,CCDC80,WDR81,PLBD1,SUCLG1,UHRF1BP1,LAP3,HPD,ACOT4,CES1,ZNF397,GCDH,MAOB,EPB41,MGST1,MTMR4,PRDX3,EPB41L5,FXR2,HLCS,RDH11,PRDX1,PCBP2,APOF,HMOX1,AMZ2,ASL,PPARGC1A,SNX5,TRMT1L,SLC19A2,ATP6V0A1,PCK2,CTSA,FZD4,ABCA6,SLC10A1,INTS3,STARD10,RMDN3,OSGIN2,SMARCA2,ACADSB,COL1A1,SQLE,LACC1,HAL,ALDH6A1,EIF5,FASN,ATG2A,KYAT1,HBP1,HRG,LGMN,ATG2B,CDS2,CD320,CEP57,PYGB,MRPS15,FKBP15,TECR,MRPS12,SETD7,AP2A1,PYGL,PTPRK,LITAF,SHF,GLT1D1,CHAF1A,HINT2,CSRP1,TRIM2,RFK,STAB1,TSPO,IDS,SDF4,SH3BGRL3,JARID2,AASS,ACAD8,CLUH,SPHK2,AHSG,GAA,MST1,SLC39A11,AKR1A1,RHOF,SREBF2,ENAH,RNF167,FAM234A,MMP15,CDC42EP4,DPYD,SDHAF1,RGN,RAPGEF1,TMEM106B,CRELD1,ALDOA,DLD,MPND,DNASE1L3,MGLL,PCYOX1,TRUB2,C1QA,OAT,SGMS1,SLC43A2,SERPINC1,NR1I3,HAAO,MRPS31,HSD17B4,SNX33,NPL,HSD17B7,SLC7A2,TRAK2,MNT,OS9,CLPTM1,GPBP1L1,CKB,PCNT,SLC22A31,MAP3K3,CRBN,PCGF5,SLC31A1,F12,GSR,SPRYD7,SQOR,LHFPL2,DHRS1,MYO9A,AGT,GNMT,ALDH4A1,KBTBD3,NUDT7,TTLL4,ETNK2,ATP5PO,ZNF217,NUCB1,RPL22L1,ESYT1,SIGLEC1,YPEL5,FOXA2,MSRB1,C1QC,KLB,MTCH1,WASHC5,CRTC2,MTCH2,ZBTB25,NDUFA10,PEBP1,MSMO1,APEH,LAMP1,CDH1,PIM1,PMPCB,SLC25A43,FADS1,TGM2,SH3GL1,PSKH1,SLC38A1,DGAT2,AREL1,TPRA1,HGD,GPT2,ATG9A,LIG4,MITF,MAT1A,CNPY3,SDHD,POLRMT,SDHB,FBXW2,CCNB1IP1,ACLY,ACAP3,COL4A1,ILVBL,MAK,CD300E,NUPR1,IGFALS,FTL,SLC27A4,IFNAR1,PFKFB2,IDI1,CSF1R,SLC26A1,INSIG1,SLC1A5,FOXO3,ADIPOR1,PRPF8,KNG1,ACAT2,ACAT1,KLC4,GRK3,SAFB2,THEM4,TBC1D17,NADK,ANKRD28,GCKR,GOT1,GOT2,NRDC,OGA,BFAR,KLHL24,FBXO32,FBXO31,GGCT,EFNA1,TP53I3,AMACR,P4HA1,CCPG1,REEP4,CPD,JMY,PI4KA,MAN2B1,NIT1,GCLM,TMEM19,NFE2L1,LRP11,CALCOCO1,CALCOCO2,SLC2A2,ETFB,TENT4B,AFF1,ADGRE1,ALDH2,CA5A,SIX5,KYNU,DBT,ABCD1,MBL2,TTC36,SUN2,GPX1,GPX4,GPX3,GLRX5,ABCC5,ATP6AP2,WIPI1,DDX51,PRODH2,SLC25A15,SLC25A18,LMBRD1,ACOX2,NPC2,ACOX1,THRAP3,PCCB,CAT,AKT1S1,BLVRB,SLC25A10,HAGH,AGXT,SLC25A11,GAPDH,SMARCD2,STOML2,MVK,GLS2,UNC93B1,MOSPD2,LCAT,GLRX,TSPAN33,UACA,LMF2,HSPD1,HMGCL,CBS,TMEM205,MKNK2,LRIG1,PCBD1,DCAF11,CDIPT,POLR2M,SPAG7,SEMA4B,MID1IP1,MX1,APOC3,CDC42BPB,MCOLN1,SOD2,ASS1,CLCN7,PNKD,TNIP1,SCD,IMPDH1,CTH,KLF9,CHPT1,TRIM37
liver - hibernation, down	95	ZBTB47	208.7	ARCHS4 Coexpression,291;Enrichr Queries,191;GTEx Coexpression,144	MYOM1,SYNM,SPARC,LRRC39,CISD1,AP2A1,ATP2A1,ENO3,AMOT,GCSH,NDST1,PAIP2B,CSRP1,MYO18A,KIF1B,PGM1,MYBPC1,ACTN3,TPM2,TEX2,HSPG2,MAPK8IP1,TGFBR3,KAT2B,ACAP3,CCDC80,BIN1,COL4A1,COL6A2,ERP29,HECA,SNRNP25,MGLL,SLC43A2,SMPX,LTBP2,CKMT2,MNT,FXR2,BTBD1,DNAJB5,MKNK2,LRIG1,CEPT1,FLNC,SLC25A23,TBC1D16,POLR2M,CDK18,CADM1,NDUFA4,SORT1,LAMB2,SPRYD7,CDC42BPB,FBXO32,COL1A1,SLCO1A2,PXMP2,ZNF217,PLXNB2,COQ8A,OSBPL1A,PFKM,NFE2L1
liver - hibernation, down	96	JDP2	211.3	ARCHS4 Coexpression,31;Enrichr Queries,246;GTEx Coexpression,357	CYFIP1,SPARC,CD81,PLOD1,PYGL,FBXO21,LITAF,MS4A4A,KIAA0930,DOCK11,CSRP1,LAMP1,STAB1,LONP1,TRIM25,TSPO,SH3BGRL3,VSIG4,ABCD1,FADS1,TGM2,CMKLR1,SLC38A1,GPX1,GPT2,GAA,MPEG1,COL4A2,NPC2,COL6A2,DPYD,RAPGEF1,MXRA8,PLBD1,HECA,NUPR1,CARS2,MGLL,FTL,IFNAR1,C1QB,CSF1R,C1QA,SLC43A2,UNC93B1,INSIG1,LTBP2,SLC1A5,NPL,FAM214B,RNF135,LRIG1,HMOX1,CKB,NADK,PCK2,MAP3K3,SLC31A2,LHFPL2,ASS1,COL1A1,DAB2,IMPDH1,P4HA2,KLF9,PXMP2,NUCB1,MAN2B1,SIGLEC1,LGMN,C1QC
liver - hibernation, down	97	MYF6	215.3	ARCHS4 Coexpression,73;Enrichr Queries,402;GTEx Coexpression,171	CFD,MYOM1,SYNM,SPARC,SMPX,LRRC39,SETD7,ATP2A1,GLRX,RORA,ENO3,YBX3,TTN,CKMT2,FYCO1,BTBD1,DNAJB5,NNT,PRKAR2A,STBD1,MYO18A,MACROD1,LRIG1,FLNC,CD36,PCNT,PPARGC1A,PGM1,LRRC47,MYBPC1,ACTN3,GPX3,TPM2,ADIPOQ,IDH2,SLC16A10,FBXO32,SPTB,MAPK12,COL1A1,BIN1,NEDD4,HECA,COQ8A,PFKM,NFE2L1,SLC29A2
liver - hibernation, down	98	BCL6	216.4	Literature ChIP-seq,157;ARCHS4 Coexpression,312;Enrichr Queries,116;ReMap ChIP-seq,261;GTEx Coexpression,236	MTCH1,WASHC5,CRTC2,SPARC,KIAA1191,KLHL36,CD81,AQP9,TONSL,PEBP1,RORA,TMEM131L,AHR,APEH,ENO3,SLC4A5,TM7SF2,LACTB,CDH5,ZC3H12A,WDR91,PHYHD1,SLC16A6,PIM1,LONP1,TRIM25,MLYCD,SEPHS1,ACAD10,AGFG2,TGM2,PSKH1,ABCG8,GABARAPL1,SLC38A1,ANKRD44,ATG9A,TALDO1,MITF,MYO7A,PGD,FAM91A1,SELENOO,ACAP3,AFG3L2,CDC34,MAK,ETHE1,ORAI3,PLBD1,CD300E,HECA,NUPR1,PIF1,CSF1R,PXK,SHC2,INSIG1,NATD1,AGAP3,SLC1A5,FOXO3,SLC6A20,TKFC,HMOX1,THEM4,TBC1D17,NDUFV1,NADK,IMPG2,ATP6V0A1,MGAM,GCKR,GOT1,NRDC,OGA,KLHL21,SLC16A10,KLHL24,FBXO32,ABHD15,FBXO31,COL1A1,EFNA1,SQLE,GJB2,DAB2,RGCC,FASN,CREBRF,ATG2A,ALPL,PLXNB2,HBP1,SFXN1,NFE2L1,CD320,SLC25A1,DHRS13,RNPEPL1,MTMR14,GPT,AP2A1,PYGL,LITAF,SYNE2,ADGRE1,SCPEP1,GLT1D1,CHAF1A,PSD4,TCP11L2,TSPO,PGM2,SH3BGRL3,CD36,OIT3,DGCR2,GARNL3,TTC36,TSC22D4,SYK,GPX4,VWF,SPHK2,EXOC7,GAA,RHOF,EPN1,TGFBR3,DUSP22,RNF167,ANGPTL6,THRAP3,PPDPF,CDC42EP4,AKT1S1,RAPGEF1,RGN,MVD,ALDOA,TKT,SLC25A11,DNASE1L3,MGLL,ST6GALNAC6,SLC29A2,SELPLG,TP53I13,ACSS2,SLC43A2,SMPX,UNC93B1,SRSF1,LCAT,GLRX,HMGCR,CAMKK1,LMF2,ADD2,MNT,CLEC3B,DNAJB5,MKNK2,ORMDL3,ZNF746,LRIG1,PCBD1,STX3,ANKRD50,GPR155,MAP3K3,SPAG7,GCA,SLC31A2,F12,FBXL15,SOD2,MAPK12,LETM1,SLC25A38,MKLN1,GNPDA1,CCNG2,KLHL8,KLF9,NUCB1,YPEL5,YPEL3,GPR146,MSRB1,MEGF9
liver - hibernation, down	99	ZNF787	217.0	ARCHS4 Coexpression,48;Enrichr Queries,194;GTEx Coexpression,409	DHRS13,RNPEPL1,MTMR14,AQP9,MRPS12,YBX1,GLT1D1,LAMP1,LONP1,TSPO,TRIM25,SDF4,AP1S1,ABCD1,SH3GL1,ATP6V0B,GPX1,CLUH,SPHK2,ARHGEF18,CNPY3,POLRMT,EPN1,RNF167,CDC34,WDR81,PPDPF,AKT1S1,RAPGEF1,PLBD1,BLVRB,SLC25A10,ULK1,TTLL12,ALDOA,TKT,CARS2,GAPDH,FTL,SMARCD2,SELPLG,ABCB1,CANT1,UNC93B1,AGPAT2,LMF2,USP19,DHRSX,MCRIP2,MKNK2,ZNF746,LRIG1,CKB,NADK,MID1IP1,ASPSCR1,FBXL15,CLCN7,XAB2,GNPDA1,IMPDH1,FASN,ALPL,NUCB1,PLXNB2,MSRB1
liver - hibernation, down	100	ZKSCAN1	217.2	ARCHS4 Coexpression,747;ENCODE ChIP-seq,40;Enrichr Queries,81;ReMap ChIP-seq,188;GTEx Coexpression,30	EIF4A2,CYFIP1,CPNE7,TONSL,GDE1,ABAT,ICAM5,PSMD9,ALKBH4,SCP2,SLC12A6,TNS4,ACAD10,SLC35A5,AGFG2,MCCC2,SDS,TALDO1,DNAAF5,HOGA1,HSPG2,TMEM170A,DHX40,CDC34,NEIL2,WDR81,ORAI3,MXRA8,ULK1,HECA,SUCLG1,CFD,ZNF397,GCDH,EPB41,HPN,MGST1,AGAP3,SDSL,PTDSS2,PRDX1,NEU1,RDH16,AMZ2,SNX5,HMOX2,PCK2,TRAP1,XBP1,SMLR1,APOOL,CADM1,EIF2AK1,STARD10,RASSF7,SMARCA2,PBX1,SQLE,LACC1,CDAN1,B4GAT1,PAH,FASN,CREBRF,ECHDC2,HBP1,ATG2B,CDS2,SMG1,MRPS15,FKBP15,TECR,MRPS12,GPT,WDR45,PCMTD2,HINT2,SLC22A18,TRIM2,SDF4,DGCR6L,TSPO,KIF1B,JARID2,ACAD8,TSC22D4,ATP6V0B,CAMLG,SPHK2,EXOC7,PGAM1,PABPC4,ELMOD2,AKR1A1,RHOF,SLC35G1,PHF20L1,FAM210B,KAT2B,RNF167,ANGPTL6,TMEM106B,ALDOA,DEPDC5,MPND,PCYOX1,NR1I3,PELI2,MRPS31,DLST,SLC7A2,MNT,ATP5F1B,OS9,GPAT4,ORMDL3,CLPTM1,EMC3,SC5D,SLC22A31,CRBN,SLC31A2,SLC31A1,PTGES2,F12,GLYCTK,DHRS1,MYO9A,KBTBD3,XAB2,TTC6,CCNG2,NEDD4,KLHL8,ATP5PO,ZNF217,ESYT1,YPEL3,FOXA2,MSRB1,YPEL2,ERO1A,MTCH1,WASHC5,NDUFA10,RORA,AHR,COMT,APEH,CDC14A,TM7SF2,RGS5,PPP1CC,NAGLU,CDH1,PAPOLA,SLC25A43,ZNF326,OSTF1,SLC25A44,TGM2,ABCG8,SLC38A1,PCYT2,GPT2,LIG4,MITF,MAT1A,SDHA,SDHB,FBXW2,ACAP3,ACLY,PRPF6,MAK,ERP29,CHMP4C,FETUB,IGFALS,TTPAL,SLC27A5,FTL,LRRC58,IDI1,RAB5B,SLC26A1,CACNA1D,FOXO3,PRPF8,PLD3,ACAT1,TKFC,AMDHD1,SAFB2,SLC38A3,MPDZ,EEFSEC,FDPS,GCKR,MGAM,ACBD5,GOT2,NRDC,ASPSCR1,OGA,DOLK,BFAR,KLHL24,FBXO31,EFNA1,GGCT,GNAL,REEP4,RIOX2,SERINC1,NIT1,TMEM19,EIF4G2,LRP11,SLC25A1,CUEDC2,SLC2A2,ETFA,ETFB,AFF1,FYCO1,TMEM101,ABHD16A,EMILIN1,HGFAC,DGCR2,CERS4,GPX4,VPS13C,ABCC6,WIPI2,LSS,EPN1,LMBRD1,NOA1,CHDH,EHHADH,PPDPF,PEX6,SLC25A10,MVD,AGXT,GAPDH,ST6GALNAC6,SMARCD2,CANT1,UNC93B1,EI24,MOSPD2,GLRX,AGPAT2,FOXRED1,SLC25A27,FBXL20,HMGCL,MCRIP2,CBS,DNAJB5,TMEM205,MKNK2,LRIG1,TXNRD1,MX1,MCOLN1,SUOX,CLCN7,DNAJA1,SLC25A39,GNPDA1,UROC1,PIK3IP1,MFAP3,KLF9
liver - hibernation, down	101	ESR1	218.7	Literature ChIP-seq,1;ARCHS4 Coexpression,260;ENCODE ChIP-seq,86;Enrichr Queries,408;ReMap ChIP-seq,119;GTEx Coexpression,438	TMEM200A,GDE1,ABAT,ICAM5,NDST1,AS3MT,ZC3H12A,BSG,TRIM25,AP1S1,SEPHS2,SLC35A5,ATG3,ARMT1,SDS,SLC35C1,SLC6A12,HOGA1,GCAT,MXRA8,ULK1,VDAC1,TP53,ACOT4,PLA1A,CFD,ABCB1,SHMT1,MGST1,PLA2G6,SDSL,HACD2,PTDSS2,APOF,SNX9,PPARGC1A,HMOX2,SERF2,SLC19A2,CDK18,XBP1,CADM1,DNASE2B,INTS3,ADHFE1,STARD10,SLC16A10,SMARCA2,PRDX6,PBX1,COL1A1,HAL,CDAN1,TH,FASN,PAH,FBXL3,SETD7,PRKAG2,MIA2,GPT,PTPRK,LITAF,C1QTNF3,CSRP1,ANXA6,KIF1B,IKBKG,CD36,JARID2,CLUH,ZHX3,MME,RHOF,RHOC,ENAH,RAPGEF1,ALDOA,MOCS1,AHCY,ECHS1,SLC43A2,SERPINC1,HAAO,NR1I3,PTGER3,SNX33,SLC7A2,PAPSS2,MNT,NT5E,CKB,GNMT,ETNPPL,XAB2,MKLN1,NUDT7,TTC6,GPAM,ETNK2,ZNF217,COQ8A,YPEL3,YPEL2,CD81,GDA,RORA,AHR,SLC8A1,TM7SF2,FADS2,CDH1,SLC16A6,WWC3,PIM1,GGT1,PAMR1,TGM2,ABCG8,SLC38A1,HGD,GPT2,MITF,MAT1A,POLRMT,TEX2,SDHB,ACLY,LRRC58,SLC26A1,NNMT,SLC1A2,FBLN1,SLC1A5,FOXO3,KNG1,DPP4,SLC38A3,TBC1D16,PDHA1,GOT1,IDH2,GOT2,DHCR24,FBXO32,FBXO31,BMP4,EFNA1,REEP4,P4HA2,PI4KA,PLXNB2,DHCR7,NIT1,GCLM,OSBPL1A,NFE2L1,SLC25A1,MCFD2,USP32,TAT,ETFA,ETFB,AFF1,TMEM101,ALDH2,KYNU,MYO18A,EMILIN1,HGFAC,BCAS3,GLRX5,ABCC5,SIGMAR1,ARHGEF18,WIPI1,TGFBR3,SLC25A15,PCCA,ACOX2,ACOX1,COL6A2,CHDH,PPDPF,BLVRB,SLC25A10,HAGH,AGXT,GAPDH,ST6GALNAC6,SMARCD2,CANT1,UNC93B1,EI24,SRSF1,LCAT,AGPAT2,MCRIP2,CBS,TMEM205,MKNK2,LRIG1,NDUFA4,SEMA4B,APOC3,CDC42BPB,ASS1,MAB21L4,IMPDH1,KLF9,CHPT1,TRIM37,NAGS
liver - hibernation, down	102	TCF21	219.0	Literature ChIP-seq,54;ARCHS4 Coexpression,215;Enrichr Queries,187;GTEx Coexpression,420	CRTC2,SPARC,CD81,CPNE7,TMEM92,SLC8A1,FADS3,CDH5,RGS5,NDST1,NAGLU,ZC3H12A,PIEZO2,WWC3,PAPOLA,AP1S1,MLYCD,TNS4,SEPHS1,PAMR1,TGM2,PDK1,GABARAPL1,STARD5,HGD,TPM2,GPT2,PGD,HSPG2,TLE6,MPEG1,SCAMP2,ACLY,TPST1,CCDC80,CDC34,COL4A2,WDR81,COL4A1,MXRA8,HECA,ULK1,NUPR1,PLA1A,CFD,NAA60,TBCEL,NNMT,INSIG1,TPRG1L,MGST1,FBLN1,LTBP2,SLC1A5,PLA2G6,DPP4,C7,TSPAN9,HMOX1,TBC1D17,NDUFV1,TBC1D16,SLC19A2,TMEM120B,CDK18,ACBD5,ABCA6,ABCA9,KLHL21,PARVA,DHCR24,PARP16,ACSF2,COL1A1,BMP4,MARCO,PTPRB,DAB2,RGCC,P4HA2,CPD,PXMP2,ECHDC2,PLXNB2,ACO1,HBP1,NFE2L1,DHRS13,GPI,ROBO4,DYRK3,RASGRF2,LRRC39,PTPRK,YBX3,AFF1,SYNE2,SLC2A8,FYCO1,CSRP1,ALDH2,SIX5,SMPD1,SLC22A18,ADAMTSL2,STAB1,EMILIN1,CD36,SUN2,ABCC2,MME,GPX4,GPX3,VPS13C,WIPI2,RHOC,TGFBR3,COL6A2,CDC42EP4,ADGRF5,CDH11,PCCB,NDUFS2,ACOX3,TKT,GAPDH,KIZ,RBMS2,ITGA9,COLEC12,COL15A1,SMARCD2,SLC43A2,SGMS1,HAAO,DLST,GDPD2,SNX33,SLC7A2,PTGS1,HMGCL,NT5E,RELN,PDLIM2,MKNK2,ZNF746,FLNC,CDIPT,SPAG7,LAMB2,IDH3G,PTGES2,NCKAP5L,SQOR,GSR,TTLL4,GPAM,TNIP1,KCNS3,NEDD4,KLF9,ESYT1,YPEL5,YPEL3,CCL27,MEGF9
liver - hibernation, down	103	BHLHE41	220.0	ARCHS4 Coexpression,58;GTEx Coexpression,382	C1QB,CYFIP1,CSF1R,C1QA,PXK,ATP8A1,CD81,LRRC39,ATP2A1,NPL,ENO3,TRAK2,AMOT,MS4A4A,GCSH,KIAA0930,ALDH2,RASSF4,TRIM2,WDR91,MYO18A,IDS,KIF1B,VSIG4,CA14,ATP6V0A1,CDK18,CBX7,ACBD5,MYBPC1,GPX1,SORT1,GAA,MITF,LHFPL2,SHTN1,LMBRD1,PER3,BIN1,SLCO1A2,RAPGEF1,PKP4,SERINC1,OSBPL1A,NFE2L1,C1QC
liver - hibernation, down	104	HIF1A	220.4	Literature ChIP-seq,99;ARCHS4 Coexpression,217;Enrichr Queries,93;ReMap ChIP-seq,171;GTEx Coexpression,522	WASHC5,MTCH1,CRTC2,MTCH2,SPARC,TMEM200A,CPNE7,PLOD1,ENO1,AHR,IPO7,PSMD9,NDST1,WWC3,LONP1,AP1S1,TGM2,PDK1,SLC38A1,APLP2,ADIPOQ,ATG9A,HDHD5,TEX2,FAM91A1,ACAP3,CCDC80,COL4A2,COL4A1,ILVBL,ORAI3,VDAC1,NUPR1,HPD,TP53,SLC26A1,NNMT,INSIG1,FUT11,LTBP2,SLC1A5,PLA2G6,FOXO3,UGCG,DPP7,RDH11,HMOX1,TBC1D17,CDK18,FZD4,FUCA2,RASSF7,MRPL28,DHCR24,PARVA,KLHL24,COL1A1,EFNA1,BMP4,DAB2,PTPRB,EIF5,B4GAT1,TH,P4HA1,P4HA2,FASN,CPD,PLXNB2,DHCR7,EIF4G2,DHRS13,GPI,CUEDC2,MCFD2,MRPS12,SETD7,GPT,SGF29,YBX1,PTPRK,LITAF,TMEM101,CSRP1,CA5A,MME,HMGCS1,PGAM1,RHOF,ANGPTL6,CDC42EP4,COL6A2,DPYD,CDH11,RAPGEF1,ALDOA,GAPDH,SLC29A2,ST6GALNAC6,CANT1,AHCY,UNC93B1,SEMA3A,GLRX,SNX33,AGPAT2,LMF2,PTGS1,HSPD1,NT5E,MNT,PDLIM2,MCRIP2,MKNK2,CKB,LAMB2,SLC31A1,TXNRD1,SEMA4B,FBXL15,CDC42BPB,SOD2,MAPK12,DNAJA1,MYO1B,GNPDA1,TTC6,TNIP1,SCD,CCNG2,TRIM37,NAGS,ESYT1
